,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
1281,20,Male,Other,Undergraduate,LinkedIn,Education,1.9,89,5.1,2.5,7.5,Low,7.6
1282,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.2,186,2.2,0.8,7.4,High,5.0
1283,19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.8,162,4.6,1.3,7.9,Medium,6.9
1284,22,Male,Russia,Undergraduate,VKontakte,Networking,4.4,167,4.5,2.7,7.5,High,7.1
1285,21,Male,USA,Undergraduate,Snapchat,Entertainment,4.0,126,5.3,2.8,7.1,Low,7.4
1286,18,Male,Other,High School,LinkedIn,Education,7.1,219,1.0,1.4,5.8,Very High,4.8
1287,21,Male,Poland,Undergraduate,Facebook,Networking,4.0,145,5.0,2.0,8.5,Medium,7.1
1288,24,Female,Other,Graduate,Twitter,News,3.1,115,5.1,1.7,8.0,Medium,8.1
1289,22,Male,India,Undergraduate,Snapchat,Entertainment,6.2,198,2.9,2.2,4.5,Very High,5.6
1290,20,Male,USA,Undergraduate,LinkedIn,Education,2.6,92,5.3,1.9,7.7,Low,8.9
1291,24,Female,Other,Graduate,Instagram,Entertainment,2.1,103,7.2,3.6,8.1,Low,8.7
1292,19,Male,USA,Undergraduate,Twitter,News,4.8,181,3.6,1.7,7.7,High,6.6
1293,19,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147,4.6,2.7,8.1,Medium,8.2
1294,22,Male,Germany,Undergraduate,Instagram,Entertainment,4.1,158,3.3,2.0,7.8,Medium,8.1
1295,20,Female,France,Undergraduate,Instagram,Entertainment,2.6,104,5.3,2.4,9.4,Low,7.0
1296,19,Female,Other,Undergraduate,YouTube,Education,2.8,105,6.8,1.5,7.3,Medium,8.7
1297,20,Female,UK,Undergraduate,TikTok,Entertainment,7.0,207,1.2,1.2,5.9,Very High,4.0
1298,22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,217,1.1,0.6,6.2,Very High,6.4
1299,19,Female,Other,Undergraduate,TikTok,Entertainment,7.8,260,1.1,1.7,5.4,Very High,5.6
1300,19,Female,France,Undergraduate,Instagram,Entertainment,3.2,121,4.5,1.6,8.3,Medium,6.8
1301,22,Male,Russia,Undergraduate,VKontakte,News,4.2,154,2.9,1.2,7.0,Very High,6.7
1302,19,Male,Other,Undergraduate,Snapchat,Entertainment,2.6,97,6.8,2.7,7.9,Low,9.2
1303,20,Male,India,Undergraduate,Instagram,Entertainment,7.5,242,0.8,0.4,5.4,Very High,4.3
1304,23,Male,India,Graduate,Snapchat,Entertainment,5.8,191,0.5,1.4,6.2,High,5.0
1305,22,Female,Other,Undergraduate,LinkedIn,Education,3.7,137,5.0,1.9,6.2,High,7.0
1306,18,Male,Indonesia,High School,TikTok,Entertainment,5.3,187,3.7,1.0,5.5,Very High,5.1
1307,19,Female,Other,Undergraduate,Twitter,News,6.2,220,0.6,1.6,5.3,Very High,4.6
1308,18,Male,Argentina,High School,TikTok,Entertainment,5.9,199,2.0,1.8,4.9,High,4.6
1309,18,Male,Australia,High School,Twitter,News,4.2,154,4.3,1.8,7.2,Medium,6.2
1310,22,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.6,132,4.2,3.6,6.8,Medium,7.1
1311,19,Male,Other,Undergraduate,YouTube,Education,7.9,240,0.9,1.1,4.2,Very High,6.0
1312,21,Male,Australia,Undergraduate,TikTok,Entertainment,6.9,231,1.4,0.5,4.7,Very High,5.4
1313,19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.5,183,1.9,0.5,7.1,Medium,5.9
1314,21,Female,Other,Undergraduate,Facebook,Networking,3.9,115,3.3,3.5,7.3,Medium,9.2
1315,23,Female,Other,Graduate,Instagram,Entertainment,3.9,159,3.2,1.9,7.2,Medium,7.9
1316,21,Male,Other,Undergraduate,Instagram,Entertainment,7.7,249,0.6,1.0,5.6,Very High,4.8
1317,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186,2.1,1.2,6.6,High,4.6
1318,19,Male,Lebanon,Undergraduate,YouTube,Education,5.7,172,0.9,2.0,5.3,Very High,5.1
1319,19,Female,USA,Undergraduate,YouTube,Education,5.4,170,3.5,2.2,6.7,High,6.8
1320,20,Male,Other,Undergraduate,Twitter,News,3.1,103,6.3,2.3,8.0,Medium,7.2
1321,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.6,165,4.6,1.6,8.0,Medium,6.6
1322,21,Male,UK,Undergraduate,TikTok,Entertainment,5.8,198,2.4,1.3,6.4,High,5.9
1323,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,87,4.6,2.0,9.4,Low,8.2
1324,21,Male,Other,Undergraduate,Facebook,Networking,5.0,171,3.2,1.5,7.1,Medium,6.3
1325,19,Male,Other,Undergraduate,Instagram,Entertainment,2.2,83,5.6,3.2,7.4,Medium,7.9
1326,21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.8,146,3.8,2.1,7.9,Medium,6.1
1327,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.4,186,2.0,2.4,5.4,Very High,4.1
1328,22,Male,India,Undergraduate,Facebook,Networking,5.0,160,2.6,0.2,8.5,Medium,7.0
1329,20,Female,USA,Undergraduate,TikTok,Entertainment,7.1,213,1.3,1.0,5.6,Very High,4.8
1330,22,Male,Denmark,Undergraduate,Facebook,Networking,2.9,98,5.9,2.4,9.5,Low,8.1
1331,19,Female,Brazil,Undergraduate,WhatsApp,Networking,5.5,179,1.4,1.5,6.3,Very High,6.0
1332,20,Male,Other,Undergraduate,Twitter,News,3.0,123,4.5,1.8,7.9,Medium,7.1
1333,24,Male,Other,Graduate,Twitter,News,8.3,232,1.2,0.9,5.9,Very High,5.0
1334,24,Male,Other,Graduate,LinkedIn,Education,4.1,137,2.2,1.3,8.0,High,7.0
1335,20,Female,South Korea,Undergraduate,KakaoTalk,News,5.3,164,2.4,1.7,6.5,Medium,5.9
1336,19,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204,1.4,1.5,5.7,Very High,4.4
1337,19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.1,1.0,5.9,High,5.5
1338,21,Male,India,Undergraduate,LinkedIn,Education,4.4,151,3.5,1.6,7.4,Medium,6.7
1339,23,Female,Other,Graduate,Twitter,News,6.0,223,0.8,2.2,5.3,High,4.5
1340,19,Male,China,Undergraduate,WeChat,Entertainment,5.8,177,1.1,1.2,6.8,High,6.0
1341,22,Male,India,Undergraduate,WhatsApp,Networking,6.0,203,1.2,1.3,6.0,Very High,5.2
1342,20,Male,UK,Undergraduate,Facebook,Networking,6.4,194,3.5,1.4,6.3,High,4.8
1343,19,Male,Other,Undergraduate,TikTok,Entertainment,4.3,165,4.9,2.3,7.0,High,6.0
1344,18,Male,UK,High School,LinkedIn,Education,7.2,236,1.9,1.4,4.7,Very High,4.2
1345,19,Male,USA,Undergraduate,Twitter,News,4.2,132,4.2,2.7,5.9,Medium,6.1
1346,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,126,4.5,3.1,9.2,Low,8.1
1347,20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,162,5.0,1.7,7.2,High,5.9
1348,23,Male,Other,Graduate,YouTube,Education,3.9,134,5.2,2.3,8.3,Low,9.0
1349,20,Male,Other,Undergraduate,LinkedIn,Education,1.9,89,5.8,2.7,8.0,Low,7.1
1350,22,Male,Other,Undergraduate,Facebook,Networking,7.4,250,1.1,0.5,5.0,Very High,6.0
1351,22,Male,Other,Undergraduate,Facebook,Networking,4.6,175,3.7,1.8,6.1,High,6.6
1352,18,Male,Other,High School,Snapchat,Entertainment,6.1,207,0.9,1.9,5.0,High,5.4
1353,23,Female,USA,Graduate,YouTube,Education,2.6,103,4.9,2.5,7.6,Medium,7.5
1354,23,Female,Other,Graduate,LinkedIn,Education,7.4,210,1.2,1.1,5.7,Very High,5.3
1355,21,Female,Germany,Undergraduate,YouTube,Education,3.8,117,4.9,1.6,9.0,Medium,8.5
1356,21,Male,Germany,Undergraduate,Instagram,Entertainment,2.1,104,6.4,2.6,8.7,Low,8.3
1357,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.9,170,4.2,1.5,7.7,Medium,6.9
1358,19,Male,India,Undergraduate,LinkedIn,Education,5.8,170,1.2,2.3,6.7,High,6.5
1359,19,Female,Australia,Undergraduate,TikTok,Entertainment,6.3,187,0.8,1.4,5.5,Very High,4.5
1360,23,Male,Canada,Graduate,TikTok,Entertainment,5.5,179,1.6,1.7,6.5,Very High,6.6
1361,22,Female,Other,Undergraduate,Twitter,News,2.3,97,3.8,1.7,7.9,Low,8.5
1362,23,Male,Other,Graduate,LinkedIn,Education,6.5,213,0.9,0.9,5.0,Very High,4.4
1363,23,Female,Switzerland,Graduate,Instagram,Entertainment,4.0,157,2.5,2.3,7.7,Medium,6.9
1364,22,Male,Greece,Undergraduate,Facebook,Networking,3.0,122,3.8,1.6,6.9,Low,6.6
1365,20,Male,USA,Undergraduate,Instagram,Entertainment,8.2,251,1.2,1.7,5.0,Very High,5.6
1366,21,Male,Panama,Undergraduate,Facebook,Networking,3.6,115,4.3,1.9,6.9,Very High,7.1
1367,23,Female,Other,Graduate,YouTube,Education,7.4,221,0.8,1.8,5.8,Very High,4.2
1368,19,Male,Other,Undergraduate,Instagram,Entertainment,3.2,128,4.1,2.4,8.4,Medium,7.6
1369,22,Male,Bangladesh,Undergraduate,Facebook,Networking,4.3,172,3.1,2.5,6.9,High,4.8
1370,23,Female,Other,Graduate,Facebook,Networking,5.0,168,1.9,2.7,7.1,High,6.6
1371,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.0,87,4.1,2.1,9.4,Low,8.2
1372,21,Male,Other,Undergraduate,TikTok,Entertainment,3.8,122,4.4,1.7,7.8,Medium,7.6
1373,19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.2,1.1,5.8,High,5.7
1374,19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.2,183,3.2,2.2,6.6,High,6.0
1375,20,Female,Other,Undergraduate,YouTube,Education,5.8,190,2.2,2.0,4.9,High,5.0
1376,24,Female,Other,Graduate,LinkedIn,Education,4.5,164,4.0,1.5,7.2,High,6.9
1377,19,Female,Other,Undergraduate,TikTok,Entertainment,8.7,260,0.6,1.2,5.3,Very High,5.3
1378,21,Female,USA,Undergraduate,Snapchat,Entertainment,5.7,181,2.5,0.5,5.2,High,5.9
1379,19,Female,France,Undergraduate,Twitter,News,4.9,174,3.5,2.8,7.6,Medium,7.1
1380,22,Male,China,Undergraduate,WeChat,Education,3.9,150,3.4,0.9,8.2,Medium,7.1
1381,21,Female,Other,Undergraduate,TikTok,Entertainment,8.6,242,1.0,1.1,5.4,Very High,6.3
1382,22,Male,Russia,Undergraduate,VKontakte,News,4.4,144,4.3,2.3,7.4,Medium,7.0
1383,24,Male,Other,Graduate,LinkedIn,Education,3.6,129,3.8,1.9,8.0,Low,8.3
1384,21,Female,Other,Undergraduate,Instagram,Entertainment,6.8,233,0.9,1.6,4.8,Very High,6.0
1385,23,Female,San Marino,Graduate,LinkedIn,Education,2.7,103,5.5,2.4,7.4,Medium,7.8
1386,21,Female,Other,Undergraduate,YouTube,Education,7.6,242,1.0,0.5,4.7,Very High,6.0
1387,18,Male,Other,High School,Twitter,News,5.9,199,2.4,2.5,6.9,High,6.0
1388,19,Female,Other,Undergraduate,YouTube,Education,4.6,150,2.7,2.6,7.1,High,6.8
1389,22,Male,Other,Undergraduate,Instagram,Entertainment,8.3,254,1.0,1.2,6.3,Very High,5.2
1390,24,Female,Other,Graduate,LinkedIn,Education,3.8,140,4.7,3.1,8.7,Low,7.7
1391,20,Female,South Korea,Undergraduate,KakaoTalk,News,5.0,164,2.3,1.6,6.5,Medium,6.0
1392,20,Female,USA,Undergraduate,Twitter,News,5.2,176,1.8,2.0,6.7,High,6.6
1393,23,Female,Other,Graduate,Facebook,Networking,7.7,256,1.1,1.7,5.8,High,4.5
1394,22,Male,India,Undergraduate,WhatsApp,Networking,6.4,193,3.2,1.0,5.8,Very High,5.4
1395,24,Female,USA,Graduate,Twitter,News,6.5,197,2.1,0.8,6.0,Very High,5.4
1396,22,Female,USA,Undergraduate,LinkedIn,Education,3.7,143,3.8,1.9,6.8,High,7.0
1397,22,Female,UK,Undergraduate,Facebook,Networking,4.8,164,2.2,2.0,7.2,Medium,6.0
1398,20,Male,India,Undergraduate,LinkedIn,Education,8.0,225,0.8,0.9,5.1,Very High,5.1
1399,22,Female,India,Undergraduate,YouTube,Education,2.7,120,4.7,1.8,9.1,Medium,7.1
1400,22,Female,India,Undergraduate,YouTube,Education,3.0,120,5.3,1.8,8.8,Medium,7.1
1401,24,Male,USA,Graduate,YouTube,Education,4.6,154,2.3,1.5,7.1,High,6.5
1402,23,Male,Spain,Graduate,Facebook,Networking,6.6,193,1.0,1.2,6.0,Very High,4.7
1403,20,Male,India,Undergraduate,TikTok,Entertainment,7.9,255,1.1,1.0,5.6,Very High,5.8
1404,21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.3,146,3.5,1.9,7.7,Medium,5.9
1405,23,Male,Australia,Graduate,YouTube,Education,3.3,149,6.0,2.0,8.9,Medium,7.9
1406,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.7,123,6.5,2.3,9.5,Medium,7.9
1407,22,Male,Nepal,Undergraduate,TikTok,Entertainment,4.5,144,4.0,1.2,7.3,Medium,6.8
1408,24,Male,Other,Graduate,LinkedIn,Education,7.3,226,1.6,1.1,4.7,Very High,4.7
1409,21,Male,Other,Undergraduate,TikTok,Entertainment,3.4,123,4.6,2.8,6.9,Medium,7.2
1410,24,Male,Other,Graduate,Instagram,Entertainment,2.0,104,7.4,2.6,7.5,Low,8.5
1411,20,Female,Spain,Undergraduate,TikTok,Entertainment,3.7,144,3.5,2.3,8.1,Low,6.0
1412,20,Male,Other,Undergraduate,Facebook,Networking,4.1,128,5.0,2.7,7.8,High,8.8
1413,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.6,160,2.5,1.7,7.2,High,7.1
1414,18,Female,Other,High School,TikTok,Entertainment,3.2,116,3.6,2.2,8.6,Low,9.2
1415,23,Male,Turkey,Graduate,Instagram,Entertainment,7.0,213,1.1,0.5,6.0,Very High,5.1
1416,24,Female,Germany,Graduate,TikTok,Entertainment,3.4,113,4.1,1.4,7.9,Low,7.1
1417,22,Male,Turkey,Undergraduate,TikTok,Entertainment,5.2,157,3.5,1.9,7.1,High,5.7
1418,24,Male,Ireland,Graduate,Instagram,Entertainment,6.1,173,3.1,1.3,6.4,High,5.9
1419,21,Male,UK,Undergraduate,Instagram,Entertainment,3.8,133,5.8,2.7,8.2,Medium,8.5
1420,20,Male,Other,Undergraduate,Twitter,News,8.0,253,1.1,1.3,4.7,Very High,4.7
1421,23,Male,Other,Graduate,TikTok,Entertainment,6.5,211,2.3,1.1,5.7,Very High,5.1
1422,23,Female,Poland,Graduate,Instagram,Entertainment,6.0,188,1.5,0.7,6.4,High,5.0
1423,19,Male,Other,Undergraduate,LinkedIn,Education,3.6,136,3.0,2.1,8.7,Medium,8.2
1424,24,Male,Other,Graduate,TikTok,Entertainment,4.0,125,4.8,0.5,6.2,Low,6.0
1425,19,Male,France,Undergraduate,Instagram,Entertainment,4.8,176,2.0,0.9,7.3,Medium,6.8
1426,21,Male,Australia,Undergraduate,Twitter,News,3.5,123,4.8,2.5,7.6,Medium,6.7
1427,19,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.3,141,3.6,1.5,7.3,High,5.1
1428,22,Male,India,Undergraduate,Twitter,News,5.9,190,2.9,2.2,7.2,Medium,7.1
1429,23,Male,India,Graduate,Twitter,News,7.1,234,1.0,0.3,5.2,Very High,5.7
1430,18,Male,Canada,High School,LinkedIn,Education,6.3,194,1.1,2.2,6.4,High,6.0
1431,23,Female,Other,Graduate,Instagram,Entertainment,5.7,202,3.8,1.9,6.1,High,6.4
1432,21,Female,Other,Undergraduate,Snapchat,Entertainment,2.7,117,6.1,1.9,7.7,Medium,7.6
1433,21,Female,Russia,Undergraduate,Instagram,Entertainment,7.0,212,1.6,1.6,6.5,Very High,4.0
1434,23,Female,Other,Graduate,Snapchat,Entertainment,3.6,115,6.4,2.0,8.6,Medium,8.3
1435,24,Male,Other,Graduate,Snapchat,Entertainment,5.9,204,1.3,2.3,4.7,High,4.4
1436,19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.1,1.8,6.8,High,6.8
1437,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.8,139,4.1,1.2,7.7,Medium,5.2
1438,22,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.2,115,6.7,2.0,7.4,Medium,6.9
1439,19,Male,Canada,Undergraduate,Facebook,Networking,7.7,217,1.3,2.0,5.1,Very High,4.2
1440,22,Male,Other,Undergraduate,Twitter,News,2.6,100,5.3,2.2,8.4,Medium,7.5
1441,22,Female,Other,Undergraduate,Instagram,Entertainment,8.0,246,0.9,1.0,5.4,Very High,5.1
1442,21,Male,Vietnam,Undergraduate,Facebook,Networking,3.7,116,4.5,1.5,6.7,Medium,6.8
1443,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.5,149,1.9,1.2,6.6,Medium,4.8
1444,21,Male,India,Undergraduate,Facebook,Networking,4.6,170,2.5,2.0,7.0,Medium,7.0
1445,19,Female,Nepal,Undergraduate,TikTok,Entertainment,5.4,181,2.0,1.9,5.5,High,6.2
1446,22,Female,Other,Undergraduate,TikTok,Entertainment,5.4,185,2.1,2.1,6.3,Medium,6.9
1447,21,Male,Poland,Undergraduate,Facebook,Networking,3.7,145,4.7,2.2,8.3,Medium,7.1
1448,21,Male,India,Undergraduate,WhatsApp,Education,6.6,196,1.6,0.4,5.8,Very High,5.2
1449,22,Male,UK,Undergraduate,Twitter,News,6.5,208,1.4,1.6,6.7,Very High,4.9
1450,22,Male,Other,Undergraduate,TikTok,Entertainment,5.9,203,1.1,1.2,5.2,Very High,6.0
1451,19,Female,USA,Undergraduate,Instagram,Entertainment,6.9,213,1.9,0.6,5.4,Very High,3.8
1452,24,Male,UK,Graduate,TikTok,Entertainment,6.2,185,1.4,0.8,5.4,Very High,4.8
1453,23,Female,Other,Graduate,Instagram,Entertainment,7.7,216,1.4,1.6,4.8,Very High,5.7
1454,19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.7,188,1.6,2.0,5.8,High,5.7
1455,21,Male,India,Undergraduate,WhatsApp,Education,6.2,196,1.3,0.4,5.7,Very High,5.0
1456,21,Male,India,Undergraduate,TikTok,Entertainment,7.7,222,1.4,0.2,5.0,Very High,4.6
1457,20,Male,Other,Undergraduate,Facebook,Networking,7.4,241,1.0,1.5,5.4,Very High,5.7
1458,21,Male,Canada,Undergraduate,YouTube,Education,3.4,151,4.3,2.1,6.3,Medium,5.9
1459,20,Male,Other,Undergraduate,YouTube,Education,4.0,153,4.0,1.5,6.5,High,6.0
1460,24,Female,Other,Graduate,LinkedIn,Education,4.8,147,4.5,2.1,6.4,High,6.6
1461,22,Male,Germany,Undergraduate,Facebook,Networking,4.4,155,2.7,1.3,7.7,Medium,6.7
1462,24,Male,Other,Graduate,Instagram,Entertainment,6.7,193,1.4,0.7,5.3,Very High,4.6
1463,19,Female,Other,Undergraduate,LinkedIn,Education,4.4,165,3.7,2.2,6.0,Medium,6.5
1464,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,150,2.0,1.5,7.3,High,6.2
1465,21,Male,Other,Undergraduate,Facebook,Networking,5.9,209,3.2,0.7,6.0,Very High,7.0
1466,20,Male,India,Undergraduate,TikTok,Entertainment,8.2,255,1.3,0.9,5.8,Very High,6.2
1467,20,Female,Other,Undergraduate,Instagram,Entertainment,8.4,260,1.0,1.5,5.7,Very High,4.9
1468,22,Female,Other,Undergraduate,TikTok,Entertainment,7.3,228,0.8,-0.0,4.4,Very High,6.3
1469,19,Female,Japan,Undergraduate,LINE,Networking,3.4,135,4.3,2.7,8.2,Medium,8.0
1470,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.5,93,6.2,2.6,9.9,Low,8.1
1471,20,Male,Hungary,Undergraduate,TikTok,Entertainment,4.4,130,3.4,2.0,5.9,High,6.0
1472,23,Male,Other,Graduate,TikTok,Entertainment,3.5,139,5.1,0.8,9.0,Medium,7.4
1473,23,Female,Other,Graduate,Twitter,News,4.6,164,4.6,2.4,7.3,High,6.0
1474,23,Male,India,Graduate,Instagram,Entertainment,2.5,126,6.1,2.4,8.8,Low,8.4
1475,20,Female,India,Undergraduate,Instagram,Entertainment,5.6,190,1.0,1.2,6.2,High,6.2
1476,22,Male,Denmark,Undergraduate,Facebook,Networking,2.0,110,4.7,3.0,9.5,Low,8.0
1477,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,156,3.2,1.2,7.7,Medium,6.8
1478,22,Female,Other,Undergraduate,YouTube,Education,2.2,84,6.3,2.6,9.2,Low,9.1
1479,21,Female,Other,Undergraduate,Twitter,News,7.8,244,0.8,2.2,5.4,Very High,5.6
1480,19,Male,Other,Undergraduate,TikTok,Entertainment,6.9,208,1.1,1.1,5.4,Very High,5.7
1481,19,Female,Australia,Undergraduate,Facebook,Networking,6.5,199,2.5,1.1,5.2,Very High,6.1
1482,22,Male,Other,Undergraduate,Twitter,News,6.2,199,2.0,1.4,5.8,High,7.3
1483,20,Female,UK,Undergraduate,TikTok,Entertainment,7.0,207,0.9,1.6,5.8,Very High,4.3
1484,22,Male,Russia,Undergraduate,VKontakte,Entertainment,3.5,140,2.9,1.8,8.7,Low,6.8
1485,22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.6,164,2.8,1.8,4.2,High,6.3
1486,23,Male,Canada,Graduate,Twitter,News,2.7,109,5.6,2.5,7.4,Medium,8.5
1487,18,Male,Latvia,High School,Snapchat,Entertainment,5.4,177,3.9,0.9,5.1,Very High,5.0
1488,24,Male,Other,Graduate,LinkedIn,Education,1.9,103,5.3,2.6,8.4,Low,8.0
1489,21,Male,Malaysia,Undergraduate,WhatsApp,News,5.8,197,2.0,2.0,6.4,High,5.8
1490,22,Male,Mexico,Undergraduate,WhatsApp,News,5.8,185,1.7,0.5,6.2,Very High,6.2
1491,20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.5,162,2.8,2.1,6.7,High,6.0
1492,21,Female,Other,Undergraduate,Instagram,Entertainment,5.6,208,2.3,1.0,5.2,High,5.5
1493,19,Female,Other,Undergraduate,YouTube,Education,7.5,242,1.2,1.2,6.1,Very High,4.9
1494,22,Male,UK,Undergraduate,Snapchat,Entertainment,8.2,266,1.2,0.6,5.3,Very High,5.2
1495,18,Female,Other,High School,Twitter,News,4.4,165,3.8,2.9,7.0,High,6.6
1496,22,Male,France,Undergraduate,Facebook,Networking,4.9,148,3.4,1.5,7.2,Medium,6.8
1497,24,Male,Other,Graduate,LinkedIn,Education,3.9,129,3.7,1.8,7.8,Low,8.9
1498,19,Male,India,Undergraduate,Facebook,Networking,3.5,120,4.3,1.9,8.7,Medium,8.2
1499,18,Female,Germany,High School,YouTube,Education,1.9,96,7.0,2.0,7.7,Low,7.9
1500,21,Male,Italy,Undergraduate,TikTok,Entertainment,5.7,155,2.4,1.4,7.1,High,4.9
1501,21,Female,China,Undergraduate,WeChat,News,5.6,173,2.3,2.2,6.7,High,5.8
1502,23,Female,Other,Graduate,YouTube,Education,3.1,120,6.1,2.8,7.4,Medium,8.3
1503,20,Female,UK,Undergraduate,YouTube,Education,5.6,165,3.5,2.8,7.3,High,6.9
1504,21,Female,Other,Undergraduate,TikTok,Entertainment,8.4,234,0.7,0.4,4.1,Very High,5.3
1505,23,Male,Other,Graduate,Instagram,Entertainment,3.2,133,5.1,2.4,9.0,Low,9.3
1506,23,Male,Switzerland,Graduate,Facebook,Networking,4.3,173,3.1,2.2,7.3,High,7.1
1507,19,Female,Maldives,Undergraduate,Instagram,Entertainment,5.2,176,3.0,1.9,6.0,High,5.7
1508,19,Female,USA,Undergraduate,TikTok,Entertainment,7.0,215,1.8,0.4,5.0,Very High,3.6
1509,18,Female,Other,High School,LinkedIn,Education,5.6,188,3.0,1.9,6.0,High,5.4
1510,18,Male,Other,High School,LinkedIn,Education,7.5,216,0.8,0.7,5.1,Very High,4.2
1511,20,Male,Other,Undergraduate,LinkedIn,Education,2.5,99,5.0,2.6,8.0,Medium,8.7
1512,22,Male,Mexico,Undergraduate,Facebook,Networking,6.4,201,1.1,1.9,6.4,Very High,5.2
1513,21,Male,New Zealand,Undergraduate,Facebook,Networking,4.4,148,3.7,1.6,8.0,Medium,7.0
1514,22,Male,Mexico,Undergraduate,Facebook,Networking,6.2,190,2.4,1.2,6.3,Very High,5.1
1515,24,Female,Other,Graduate,YouTube,Education,7.3,249,1.1,0.9,5.1,Very High,5.2
1516,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.6,165,4.6,1.3,7.7,Medium,7.1
1517,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.8,155,5.1,1.9,8.3,Medium,6.2
1518,23,Male,UK,Graduate,Twitter,News,6.1,216,1.7,1.4,6.1,Very High,5.1
1519,20,Female,USA,Undergraduate,TikTok,Entertainment,5.5,169,1.5,2.0,6.8,High,6.2
1520,20,Female,Australia,Undergraduate,LinkedIn,Education,5.4,175,2.9,1.6,5.0,High,5.9
1521,22,Male,Nepal,Undergraduate,TikTok,Entertainment,4.8,144,3.9,0.9,7.6,Medium,6.7
1522,18,Female,Other,High School,Facebook,Networking,6.4,220,1.3,2.3,4.5,Very High,4.8
1523,24,Female,Other,Graduate,TikTok,Entertainment,3.6,151,4.5,2.3,8.9,Medium,8.9
1524,22,Male,Other,Undergraduate,Facebook,Networking,4.7,175,3.8,1.9,5.9,High,6.4
1525,19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.4,183,1.9,0.7,7.5,Medium,6.2
1526,19,Male,USA,Undergraduate,LinkedIn,Education,5.7,187,1.8,1.4,5.4,Very High,5.1
1527,23,Male,Other,Graduate,TikTok,Entertainment,6.4,213,0.9,1.2,5.4,Very High,4.5
1528,23,Female,Other,Graduate,LinkedIn,Education,1.8,107,8.3,2.5,8.0,Low,7.4
1529,20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.7,133,3.7,1.6,7.5,Medium,7.1
1530,20,Male,Canada,Undergraduate,LinkedIn,Education,4.3,144,4.2,1.9,6.6,Medium,6.7
1531,22,Male,Other,Undergraduate,LinkedIn,Education,6.5,201,1.6,2.1,4.7,Very High,5.1
1532,20,Female,UAE,Undergraduate,Instagram,Entertainment,6.2,188,0.8,1.7,6.5,Very High,5.0
1533,19,Female,India,Undergraduate,LinkedIn,Education,3.9,151,5.0,1.5,7.5,Medium,6.8
1534,20,Female,Other,Undergraduate,LinkedIn,Education,7.3,232,1.8,1.6,6.0,Very High,4.3
1535,21,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,251,1.0,0.6,5.2,Very High,5.3
1536,21,Male,Australia,Undergraduate,YouTube,Education,6.8,211,1.3,1.3,6.0,Very High,5.0
1537,18,Male,Other,High School,Facebook,Networking,6.0,211,2.9,1.6,5.4,High,4.3
1538,21,Female,Lithuania,Undergraduate,Facebook,Networking,3.4,120,4.4,2.0,6.9,Low,6.9
1539,21,Male,Poland,Undergraduate,Facebook,Networking,4.1,153,5.0,2.3,7.9,High,7.2
1540,24,Male,Other,Graduate,Facebook,Networking,2.0,110,6.4,3.0,7.9,Low,8.2
1541,19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.2,183,1.8,0.8,7.4,Medium,6.2
