Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
,Female,Other,Graduate,YouTube,Education,7.6,220.0,0.7,0.7,5.5,Very High,4.1
,Male,Other,Undergraduate,Snapchat,Entertainment,7.0,226.0,1.0,1.5,4.7,Very High,4.9
19.0,Female,USA,Undergraduate,Instagram,Entertainment,7.4,236.0,1.2,0.6,,Very High,4.6
23.0,Female,India,Graduate,Instagram,Entertainment,6.2,206.0,2.8,1.6,4.7,Very High,5.1
21.0,Male,UK,Undergraduate,Facebook,Networking,4.4,160.0,4.5,2.2,7.0,Medium,5.7
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,,185.0,2.3,1.3,7.1,High,6.5
24.0,Female,Other,Graduate,Instagram,,7.7,237.0,1.5,0.3,5.0,Very High,4.5
18.0,Male,Belgium,,TikTok,Entertainment,,182.0,1.8,2.0,5.8,Very High,4.9
24.0,Male,Other,Graduate,Snapchat,Entertainment,5.9,,,2.2,4.7,High,4.9
22.0,Female,Other,Undergraduate,YouTube,,2.3,111.0,4.9,1.8,9.0,Low,9.1
20.0,Female,Nepal,Undergraduate,TikTok,Entertainment,6.5,188.0,1.8,1.5,4.3,,
23.0,Female,Other,Graduate,Snapchat,Entertainment,2.1,118.0,5.5,2.9,7.6,Medium,7.7
,Male,Turkey,Undergraduate,Instagram,Entertainment,5.6,172.0,3.1,1.2,6.7,High,6.2
19.0,Male,Hong Kong,Undergraduate,Instagram,Entertainment,4.7,143.0,3.7,1.4,5.6,High,5.8
19.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,5.6,168.0,3.5,0.9,6.1,High,5.3
22.0,Female,Australia,Undergraduate,YouTube,Education,3.0,134.0,4.5,1.5,8.5,Medium,7.8
22.0,,Other,Undergraduate,Twitter,News,7.3,236.0,2.0,0.9,5.8,Very High,5.1
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,,4.1,2.5,7.3,Medium,4.8
18.0,Male,India,High School,Instagram,Entertainment,7.0,195.0,0.7,1.4,4.1,Very High,3.8
20.0,Male,Finland,Undergraduate,Facebook,Networking,4.6,143.0,,1.8,7.7,High,7.3
22.0,Male,China,Undergraduate,WeChat,Entertainment,5.5,177.0,1.8,1.3,6.5,High,6.3
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,5.3,168.0,2.7,2.0,7.0,Very High,6.1
18.0,Male,Other,High School,Snapchat,Entertainment,5.6,172.0,2.0,1.3,6.5,High,5.9
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.1,102.0,5.1,3.0,7.8,Low,7.8
23.0,Male,Other,Graduate,TikTok,Entertainment,5.3,188.0,3.0,1.8,6.9,High,6.7
21.0,Male,Italy,,TikTok,Entertainment,5.2,188.0,1.9,1.6,6.9,High,4.8
24.0,Male,Japan,Graduate,Twitter,News,4.3,141.0,2.7,2.2,7.5,Medium,8.1
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,,175.0,4.1,1.9,6.4,High,6.7
22.0,Male,Other,Undergraduate,LinkedIn,Education,5.8,168.0,3.1,1.4,7.3,High,6.4
22.0,Female,,Undergraduate,Instagram,Entertainment,6.7,201.0,1.2,1.1,6.0,Very High,4.1
21.0,Female,Other,Undergraduate,LinkedIn,Education,3.4,158.0,4.1,2.1,7.5,Medium,7.1
21.0,Female,Germany,Undergraduate,Facebook,Networking,4.6,142.0,3.9,1.6,6.6,High,6.2
18.0,Male,Other,High School,LinkedIn,Education,3.7,135.0,3.7,1.2,6.6,Medium,6.3
21.0,,,Undergraduate,Instagram,Entertainment,4.7,172.0,3.1,1.8,7.5,Medium,6.9
19.0,Female,France,Undergraduate,Instagram,Entertainment,4.6,156.0,5.6,0.9,7.9,,7.0
20.0,Female,Brazil,Undergraduate,TikTok,Entertainment,5.9,198.0,2.0,1.8,6.9,High,5.5
19.0,Male,,Undergraduate,YouTube,Education,4.9,173.0,3.7,1.2,,High,6.8
24.0,Male,Other,,YouTube,Education,4.7,170.0,2.4,0.6,6.6,High,6.3
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,155.0,3.5,2.2,,Medium,5.7
23.0,Female,Other,Graduate,TikTok,Entertainment,6.8,229.0,,0.7,6.1,Very High,4.4
18.0,Male,Other,High School,TikTok,Entertainment,,250.0,1.3,,5.6,Very High,4.6
24.0,Male,USA,Graduate,Twitter,News,5.3,169.0,,1.8,6.8,Very High,6.3
22.0,Male,Bulgaria,Undergraduate,LinkedIn,Education,,126.0,5.0,1.8,7.4,Low,8.1
19.0,Male,Other,Undergraduate,YouTube,Education,4.5,158.0,3.8,1.9,6.5,High,
18.0,Male,UK,High School,LinkedIn,Education,7.1,245.0,1.0,1.3,5.6,Very High,3.7
19.0,Male,Other,Undergraduate,TikTok,Entertainment,5.2,174.0,3.5,1.7,7.0,High,5.9
22.0,Female,Other,Undergraduate,YouTube,Education,6.0,202.0,1.5,2.9,5.6,Very High,4.7
22.0,Male,USA,Undergraduate,YouTube,Education,8.4,232.0,0.9,0.7,5.1,Very High,4.8
22.0,Male,Sri Lanka,Undergraduate,Facebook,Networking,5.2,192.0,4.4,2.3,5.3,High,6.0
22.0,Female,Other,Undergraduate,LinkedIn,Education,6.0,188.0,2.3,1.4,6.8,High,6.3
18.0,Female,Other,High School,Twitter,News,7.9,257.0,1.1,0.8,5.3,Very High,5.7
18.0,Female,Mexico,High School,Instagram,Entertainment,6.5,203.0,2.7,1.3,5.8,Very High,4.7
23.0,Female,Other,Graduate,TikTok,Entertainment,3.2,124.0,5.6,2.8,8.4,Low,7.5
18.0,Male,Other,High School,LinkedIn,Education,7.2,216.0,0.8,1.1,5.1,Very High,3.7
21.0,Male,Egypt,Undergraduate,YouTube,Education,4.0,150.0,4.4,1.7,6.3,Medium,6.7
20.0,Male,Other,Undergraduate,TikTok,Entertainment,7.0,209.0,2.5,2.2,5.3,Very High,5.1
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,157.0,4.4,1.5,7.7,Medium,7.2
22.0,Male,USA,Undergraduate,Facebook,Networking,7.6,224.0,1.3,0.6,5.7,Very High,4.3
24.0,Female,Other,Graduate,LinkedIn,Education,4.0,140.0,4.5,,8.4,Low,7.5
24.0,,Other,Graduate,Snapchat,Entertainment,6.8,193.0,2.4,1.3,5.0,Very High,4.5
23.0,Female,Other,Graduate,Facebook,Networking,7.3,214.0,1.1,0.9,5.9,Very High,4.3
22.0,Female,Germany,Undergraduate,Snapchat,Entertainment,6.5,194.0,1.4,1.2,5.0,Very High,5.2
22.0,Female,,Undergraduate,YouTube,Education,7.3,247.0,0.8,0.6,5.3,Very High,4.7
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,170.0,4.4,1.1,7.4,Medium,6.9
19.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,4.9,182.0,2.4,1.0,5.3,High,6.1
18.0,,Other,High School,LinkedIn,Education,5.6,204.0,1.8,1.2,5.8,High,5.1
18.0,Male,Other,,Snapchat,Entertainment,6.0,212.0,2.4,2.0,4.9,Very High,5.8
19.0,Male,Other,Undergraduate,TikTok,Entertainment,7.6,216.0,1.0,0.9,4.6,Very High,4.1
24.0,Female,,Graduate,Facebook,Networking,3.5,153.0,3.3,2.5,6.9,Medium,7.1
19.0,Female,Other,Undergraduate,YouTube,Education,3.0,114.0,4.4,2.7,8.8,Low,7.5
23.0,Male,,Graduate,LinkedIn,Education,1.6,78.0,6.4,,8.0,,8.8
23.0,Female,Finland,Graduate,,Entertainment,4.6,,4.4,1.6,7.3,Medium,7.1
21.0,Male,Canada,Undergraduate,Instagram,,5.0,156.0,3.6,2.3,7.5,High,6.1
21.0,Male,India,Undergraduate,Snapchat,Entertainment,2.3,107.0,5.3,2.6,7.4,Low,7.9
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,5.0,174.0,0.7,2.1,6.3,High,5.7
21.0,Male,UK,Undergraduate,,Education,6.9,251.0,0.9,1.7,,Very High,4.2
21.0,Male,Other,Undergraduate,Snapchat,Entertainment,4.0,162.0,4.1,2.4,6.9,High,6.8
18.0,Female,USA,,TikTok,Entertainment,7.0,230.0,1.2,2.2,5.2,Very High,5.3
21.0,,Other,Undergraduate,Instagram,Entertainment,7.9,249.0,0.9,1.1,,Very High,
22.0,Male,Mexico,Undergraduate,WhatsApp,Networking,6.4,219.0,1.8,1.5,5.6,Very High,6.0
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,168.0,3.5,2.3,7.9,High,5.9
19.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.8,176.0,2.8,1.7,5.7,High,5.8
21.0,Male,Other,Undergraduate,,Entertainment,3.5,122.0,4.2,1.8,7.1,Medium,6.3
20.0,Female,Spain,Undergraduate,TikTok,Entertainment,3.2,117.0,4.1,1.1,8.5,High,6.2
20.0,Male,Denmark,Undergraduate,Twitter,News,4.3,169.0,3.4,1.5,7.4,Low,7.2
19.0,Female,UK,Undergraduate,Snapchat,,8.6,244.0,0.9,1.0,4.8,Very High,4.6
19.0,Male,Other,Undergraduate,Twitter,News,3.8,135.0,3.9,,6.8,Medium,6.9
22.0,Male,India,Undergraduate,WhatsApp,News,6.7,205.0,0.8,1.5,5.5,Very High,5.6
20.0,Female,Mexico,Undergraduate,Facebook,Networking,6.2,197.0,1.0,2.6,6.6,Very High,5.1
19.0,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.6,196.0,1.7,1.7,5.4,Very High,4.9
23.0,Male,Other,Graduate,TikTok,Entertainment,6.7,209.0,1.1,1.8,5.5,High,4.7
22.0,Male,,Undergraduate,Snapchat,Entertainment,5.4,190.0,2.7,1.5,6.5,Very High,6.6
,Female,Spain,Undergraduate,Instagram,Entertainment,3.7,145.0,4.0,1.4,8.0,High,6.0
23.0,Male,Other,Graduate,Facebook,Networking,3.5,131.0,5.3,2.0,6.5,Medium,6.3
21.0,Male,India,Undergraduate,Facebook,,4.9,181.0,4.0,1.7,7.9,Medium,7.0
23.0,Male,Australia,Graduate,Snapchat,Entertainment,8.1,228.0,1.2,,6.1,Very High,3.9
,Female,Singapore,Undergraduate,TikTok,Entertainment,5.4,193.0,2.8,1.2,6.3,High,5.8
22.0,Male,Australia,Undergraduate,Twitter,News,6.9,239.0,0.9,1.5,5.2,Very High,4.5
21.0,Male,Germany,Undergraduate,Instagram,Entertainment,2.1,104.0,6.4,2.9,8.6,Low,8.0
23.0,Female,Other,Graduate,Twitter,News,6.8,223.0,1.1,2.1,5.7,High,4.8
20.0,Male,UK,Undergraduate,LinkedIn,Education,4.6,167.0,3.9,3.1,6.0,,6.0
19.0,Male,Andorra,Undergraduate,TikTok,Entertainment,5.3,175.0,3.4,1.4,5.6,Very High,5.1
22.0,Female,,Undergraduate,Facebook,Networking,8.1,240.0,1.2,1.2,5.1,Very High,4.8
20.0,,Bhutan,Undergraduate,Snapchat,Entertainment,5.5,186.0,1.9,2.3,5.2,High,4.7
21.0,Female,India,Undergraduate,LinkedIn,Education,4.5,136.0,4.4,1.3,6.6,High,6.6
19.0,Female,Other,Undergraduate,TikTok,Entertainment,6.4,213.0,2.3,2.5,5.0,Very High,4.9
18.0,Female,Czech Republic,High School,Snapchat,Entertainment,5.9,195.0,3.2,1.6,5.2,Very High,3.8
18.0,Female,UK,High School,Facebook,Networking,6.6,225.0,1.2,1.0,5.5,Very High,4.6
21.0,Male,,Undergraduate,WhatsApp,Education,5.6,173.0,1.8,1.0,6.6,High,5.8
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.3,134.0,4.2,2.2,8.5,Low,8.2
19.0,Female,Other,Undergraduate,,Education,6.1,202.0,1.0,2.1,5.8,High,4.1
20.0,Female,France,Undergraduate,Instagram,Entertainment,4.4,162.0,3.6,2.2,7.6,Medium,7.1
19.0,Female,Costa Rica,Undergraduate,Instagram,Entertainment,5.4,180.0,3.3,1.1,5.5,Very High,4.8
20.0,Female,Ghana,Undergraduate,Snapchat,Entertainment,,177.0,2.2,2.3,5.7,High,6.0
20.0,Female,UK,Undergraduate,TikTok,Entertainment,7.1,207.0,1.0,0.9,6.1,Very High,4.1
23.0,Female,,Graduate,LinkedIn,Education,1.0,,6.7,2.3,8.8,Low,7.6
21.0,Male,Other,Undergraduate,Twitter,News,,191.0,3.1,1.6,7.5,High,6.7
21.0,Male,Other,Undergraduate,TikTok,Entertainment,5.1,187.0,2.1,1.8,6.4,High,6.6
19.0,Female,Pakistan,Undergraduate,TikTok,Entertainment,4.9,154.0,3.0,1.4,6.1,High,6.0
22.0,Male,UK,Undergraduate,Twitter,News,6.3,208.0,1.5,1.7,5.9,Very High,4.9
24.0,Female,Other,Graduate,Instagram,Entertainment,2.1,103.0,7.3,2.8,8.1,Low,
21.0,Male,Other,Undergraduate,Instagram,Entertainment,6.0,208.0,2.3,1.1,4.6,Very High,6.0
24.0,Male,Other,Graduate,LinkedIn,Education,3.9,155.0,3.5,1.8,8.1,Low,8.3
24.0,Female,Other,Graduate,Snapchat,Entertainment,6.6,193.0,1.9,1.4,4.7,Very High,3.9
23.0,Male,Other,Graduate,Facebook,Networking,1.8,105.0,4.9,2.6,7.7,Low,7.7
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,,102.0,5.2,3.3,8.2,Low,7.5
23.0,Male,Other,Graduate,Snapchat,Entertainment,6.1,218.0,1.3,2.0,5.2,Very High,4.9
21.0,Male,Mexico,Undergraduate,WhatsApp,Networking,6.7,219.0,1.0,1.3,5.6,Very High,6.0
23.0,Male,India,Graduate,Twitter,News,8.3,248.0,1.1,0.8,5.5,,5.6
21.0,Male,UK,Undergraduate,Instagram,Entertainment,3.4,133.0,5.7,2.4,8.6,Medium,8.5
19.0,,Nepal,Undergraduate,TikTok,Entertainment,,179.0,1.4,2.5,5.9,High,5.9
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.2,,2.5,1.6,7.6,Medium,7.0
21.0,Male,Other,Undergraduate,LinkedIn,Education,8.1,260.0,1.2,1.6,5.5,Very High,5.6
19.0,Male,Other,Undergraduate,TikTok,Entertainment,7.4,216.0,0.9,0.8,,Very High,4.0
20.0,Female,Sri Lanka,Undergraduate,Facebook,,4.7,181.0,,1.7,7.6,,7.0
22.0,Male,Israel,Undergraduate,Facebook,,3.1,118.0,6.0,,6.5,Medium,6.9
23.0,,Turkey,Graduate,Instagram,Entertainment,6.7,198.0,,,6.0,Very High,4.7
22.0,Male,Denmark,Undergraduate,Facebook,Networking,2.5,110.0,4.7,2.7,9.6,Low,8.0
19.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.8,118.0,4.1,2.5,8.8,Low,7.8
20.0,Male,Other,Undergraduate,Facebook,Networking,3.2,146.0,6.1,,8.7,Low,8.8
21.0,Female,,Undergraduate,Instagram,Entertainment,4.0,131.0,4.5,2.5,7.2,Medium,7.0
20.0,Female,,Undergraduate,Instagram,Entertainment,4.4,142.0,4.2,2.1,7.8,Medium,6.9
22.0,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.1,162.0,4.5,1.0,,Low,7.3
18.0,Male,Other,High School,TikTok,Entertainment,2.0,121.0,6.3,2.1,8.2,Low,7.1
18.0,Female,Other,High School,Facebook,Networking,6.4,220.0,0.8,2.4,4.6,,4.8
24.0,Male,India,Graduate,Instagram,Entertainment,3.1,120.0,5.5,2.5,8.5,Medium,8.1
22.0,Male,,Undergraduate,LinkedIn,Education,6.6,201.0,1.0,2.5,5.0,Very High,4.9
23.0,Female,Germany,Graduate,Snapchat,,6.2,193.0,1.9,2.1,5.3,High,5.8
24.0,Male,Other,Graduate,Snapchat,Entertainment,6.0,,1.2,2.0,5.6,Very High,4.4
21.0,Female,Italy,Undergraduate,TikTok,Entertainment,4.5,155.0,3.3,1.8,7.1,High,7.0
,,Romania,Undergraduate,Instagram,Entertainment,5.6,194.0,2.6,2.0,5.6,High,5.0
,Male,,Graduate,Instagram,Entertainment,5.4,172.0,3.1,0.8,5.8,High,4.0
19.0,Male,Andorra,Undergraduate,TikTok,Entertainment,5.4,187.0,3.5,1.4,5.7,High,4.8
20.0,Female,Other,Undergraduate,Instagram,Entertainment,6.8,212.0,1.2,2.0,4.2,Very High,5.8
21.0,Female,Germany,Undergraduate,Snapchat,Entertainment,7.8,235.0,1.7,,5.1,Very High,5.3
21.0,Female,Monaco,Undergraduate,Instagram,Entertainment,4.8,154.0,,2.8,5.7,High,5.8
19.0,Female,,Undergraduate,Twitter,News,5.2,191.0,3.6,1.5,5.2,Very High,5.2
,Male,Other,Undergraduate,TikTok,Entertainment,5.2,187.0,1.8,1.7,6.4,High,7.1
,Female,Pakistan,Undergraduate,,Entertainment,4.7,154.0,2.5,1.2,5.5,High,6.1
20.0,Male,Other,Undergraduate,LinkedIn,Education,2.9,104.0,4.0,1.9,9.1,Low,8.7
24.0,Male,Other,Graduate,Twitter,News,3.8,140.0,3.9,2.0,,Medium,5.9
,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.8,217.0,1.0,0.9,,Very High,6.3
23.0,Male,Other,Graduate,Snapchat,Entertainment,6.2,218.0,,2.0,,Very High,4.8
21.0,Male,Vietnam,Undergraduate,Facebook,,3.7,116.0,4.5,1.3,7.0,Medium,7.0
,Female,Germany,Graduate,TikTok,Entertainment,3.6,113.0,4.3,1.0,7.9,Low,7.5
21.0,Male,India,Undergraduate,Facebook,Networking,7.5,221.0,1.2,1.3,5.6,Very High,3.9
18.0,Female,Other,High School,YouTube,Education,5.8,208.0,,1.3,5.6,Very High,
24.0,Male,Other,Graduate,Facebook,Networking,4.2,155.0,4.0,2.0,6.1,Medium,5.5
21.0,Male,USA,Undergraduate,Snapchat,Entertainment,,126.0,5.1,2.6,7.1,Low,7.5
21.0,,Canada,Undergraduate,Instagram,Entertainment,4.7,151.0,5.6,1.2,7.5,Medium,6.3
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.4,123.0,5.1,2.4,8.2,Medium,8.3
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,6.6,191.0,1.2,2.1,4.9,Very High,4.8
20.0,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,5.0,169.0,1.8,1.7,,High,6.1
22.0,Male,Russia,Undergraduate,VKontakte,News,4.2,144.0,4.0,2.2,8.1,Medium,7.1
22.0,Male,Bangladesh,Undergraduate,Facebook,Networking,4.2,147.0,2.8,2.1,7.4,Medium,4.8
,Male,Bangladesh,Undergraduate,Facebook,Networking,4.9,190.0,3.8,1.3,6.5,High,4.8
19.0,Female,Mexico,,TikTok,Entertainment,6.0,203.0,,2.1,5.8,High,4.9
19.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.2,182.0,2.5,1.1,5.1,High,5.8
20.0,Female,Canada,Undergraduate,Facebook,Networking,4.2,154.0,4.4,2.1,6.3,High,6.1
23.0,Female,Other,Graduate,Instagram,Entertainment,5.2,174.0,,1.2,6.6,High,6.1
18.0,,,High School,Facebook,Networking,6.6,220.0,0.8,2.4,4.9,Very High,5.0
24.0,,Italy,Graduate,Facebook,Networking,4.7,148.0,3.7,1.6,7.4,,6.9
20.0,Female,,Undergraduate,Instagram,Entertainment,4.4,170.0,4.5,2.2,7.2,High,6.9
20.0,Female,Other,Undergraduate,LinkedIn,Education,3.4,133.0,5.6,2.4,7.6,Low,7.9
,Female,Other,Undergraduate,YouTube,Education,2.2,84.0,6.0,2.1,8.7,Low,9.0
21.0,Male,Poland,Undergraduate,Facebook,Networking,3.9,153.0,5.3,2.1,,High,6.9
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.6,123.0,5.0,2.2,,Medium,7.7
20.0,Female,Brazil,Undergraduate,TikTok,Entertainment,5.7,,2.4,1.5,7.0,High,5.8
22.0,Female,India,Undergraduate,Instagram,Entertainment,8.2,273.0,,0.6,5.9,Very High,5.5
23.0,Male,Other,Graduate,LinkedIn,Education,7.8,250.0,1.2,0.3,5.2,Very High,6.0
19.0,Female,Other,Undergraduate,YouTube,Education,8.1,250.0,0.9,1.7,6.0,Very High,5.0
22.0,Male,Other,Undergraduate,Facebook,Networking,5.4,182.0,3.1,2.5,6.7,Medium,6.5
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.6,150.0,5.1,2.1,7.5,Medium,7.0
19.0,Male,India,Undergraduate,YouTube,Education,6.2,172.0,2.1,1.4,5.7,High,6.7
19.0,Female,Other,Undergraduate,YouTube,Education,7.0,230.0,1.0,1.7,6.0,Very High,5.0
20.0,Female,Other,Undergraduate,Twitter,News,6.6,227.0,1.3,,5.1,High,5.5
19.0,Female,Japan,Undergraduate,LINE,Networking,2.4,93.0,5.5,2.1,8.9,Low,8.0
20.0,Female,France,,Instagram,Entertainment,3.8,122.0,4.1,2.6,9.1,Low,7.2
20.0,Male,Other,Undergraduate,LinkedIn,Education,1.9,89.0,5.1,2.5,7.5,Low,7.6
19.0,Female,India,Undergraduate,WhatsApp,News,6.8,230.0,,1.5,6.1,Very High,5.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.2,186.0,2.2,0.8,7.4,High,5.0
22.0,Male,Russia,Undergraduate,VKontakte,,4.7,154.0,2.2,1.7,7.5,High,6.8
22.0,Male,Germany,Undergraduate,Facebook,Networking,3.5,129.0,,2.1,7.9,Medium,7.8
19.0,,Switzerland,Undergraduate,Instagram,Entertainment,2.2,121.0,4.4,2.7,9.6,Low,7.8
24.0,Male,USA,Graduate,Facebook,Networking,5.0,155.0,,1.4,7.3,High,6.2
19.0,Male,Nepal,Undergraduate,TikTok,Entertainment,3.8,162.0,4.6,1.3,7.9,Medium,6.9
22.0,Male,Russia,Undergraduate,VKontakte,Networking,4.4,167.0,4.5,2.7,7.5,High,7.1
21.0,Male,USA,Undergraduate,Snapchat,Entertainment,4.0,126.0,5.3,2.8,7.1,Low,7.4
18.0,Male,Other,High School,LinkedIn,Education,7.1,219.0,1.0,1.4,5.8,Very High,4.8
21.0,Male,Poland,Undergraduate,Facebook,Networking,4.0,145.0,5.0,2.0,8.5,Medium,7.1
24.0,Female,Other,Graduate,Twitter,News,3.1,115.0,5.1,1.7,8.0,Medium,8.1
,Male,Other,Undergraduate,LinkedIn,Education,8.1,257.0,1.0,0.8,5.6,Very High,5.7
22.0,Male,India,Undergraduate,Snapchat,Entertainment,6.2,198.0,2.9,2.2,4.5,Very High,5.6
20.0,Male,USA,Undergraduate,LinkedIn,Education,2.6,92.0,5.3,1.9,7.7,Low,8.9
23.0,Female,Other,,YouTube,Education,4.6,171.0,3.3,2.2,7.2,High,5.8
20.0,Male,Germany,Undergraduate,YouTube,,4.3,,4.1,1.7,6.1,,6.7
22.0,Male,Turkey,Undergraduate,TikTok,Entertainment,4.1,151.0,2.8,2.5,7.8,,6.1
24.0,Female,Other,Graduate,Instagram,Entertainment,2.1,103.0,7.2,3.6,8.1,Low,8.7
21.0,Male,Maldives,Undergraduate,,Entertainment,4.6,150.0,3.0,2.2,4.2,High,6.2
19.0,Male,USA,Undergraduate,Twitter,News,4.8,181.0,3.6,1.7,7.7,High,6.6
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147.0,4.6,2.7,8.1,Medium,8.2
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,4.1,158.0,3.3,2.0,7.8,Medium,8.1
20.0,Female,Paraguay,Undergraduate,TikTok,,4.5,181.0,3.5,1.8,,High,5.9
21.0,Male,Turkey,,Instagram,Entertainment,5.5,168.0,2.8,2.2,7.0,Very High,5.8
22.0,Female,,Undergraduate,YouTube,Education,6.7,226.0,1.6,1.0,5.2,Very High,5.0
20.0,Female,France,Undergraduate,Instagram,Entertainment,2.6,104.0,5.3,2.4,9.4,Low,7.0
19.0,Female,Other,Undergraduate,YouTube,Education,2.8,105.0,6.8,1.5,7.3,Medium,8.7
20.0,Female,India,Undergraduate,Instagram,Entertainment,4.4,145.0,3.8,,4.9,High,6.0
20.0,Female,UK,Undergraduate,TikTok,Entertainment,7.0,207.0,1.2,1.2,5.9,Very High,4.0
22.0,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,217.0,1.1,0.6,6.2,Very High,6.4
21.0,Female,India,Undergraduate,Instagram,Entertainment,5.8,,3.1,1.6,,High,6.0
24.0,,USA,Graduate,Facebook,Networking,5.1,,3.9,1.4,7.3,High,6.4
19.0,Female,Other,Undergraduate,TikTok,Entertainment,7.8,260.0,1.1,1.7,5.4,Very High,5.6
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,4.5,,3.8,2.1,6.8,High,5.4
18.0,,Other,High School,YouTube,Education,5.9,189.0,2.3,1.8,5.8,High,4.2
19.0,Female,France,Undergraduate,Instagram,Entertainment,3.2,121.0,4.5,1.6,8.3,Medium,6.8
23.0,Male,India,Graduate,Snapchat,Entertainment,5.7,,1.0,1.2,6.3,High,
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.0,,2.7,1.7,8.0,Medium,7.2
22.0,Male,Russia,Undergraduate,VKontakte,News,4.2,154.0,2.9,1.2,7.0,Very High,6.7
24.0,Male,,Graduate,TikTok,Entertainment,3.4,110.0,4.6,2.3,7.7,Medium,7.8
19.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.6,97.0,6.8,2.7,7.9,Low,9.2
20.0,Male,India,Undergraduate,Instagram,Entertainment,7.5,242.0,0.8,0.4,5.4,Very High,4.3
22.0,Female,,Undergraduate,Instagram,Entertainment,5.7,208.0,1.6,2.2,6.4,Very High,6.3
19.0,Female,Japan,,,Education,3.3,124.0,4.7,2.3,8.4,,8.0
23.0,Male,India,Graduate,Snapchat,Entertainment,5.8,191.0,0.5,1.4,6.2,High,5.0
22.0,Female,Other,Undergraduate,LinkedIn,Education,3.7,137.0,5.0,1.9,6.2,High,7.0
23.0,Male,Other,Graduate,TikTok,Entertainment,,174.0,1.3,,,Medium,6.9
21.0,Male,,Undergraduate,Facebook,Networking,4.8,168.0,3.1,,6.2,Medium,6.2
19.0,Female,Japan,Undergraduate,LINE,Networking,3.8,150.0,3.7,1.5,,,8.0
22.0,Female,Other,Undergraduate,Instagram,,4.6,148.0,3.1,2.0,7.0,High,6.7
18.0,Male,Indonesia,High School,TikTok,Entertainment,5.3,187.0,3.7,1.0,5.5,Very High,5.1
19.0,Female,Other,Undergraduate,Twitter,News,6.2,220.0,0.6,1.6,5.3,Very High,4.6
18.0,Male,Argentina,High School,TikTok,Entertainment,5.9,199.0,2.0,1.8,4.9,High,4.6
18.0,Male,Australia,High School,Twitter,News,4.2,154.0,4.3,1.8,7.2,Medium,6.2
22.0,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.6,132.0,4.2,3.6,6.8,Medium,7.1
19.0,Male,Other,Undergraduate,YouTube,Education,7.9,240.0,0.9,1.1,4.2,Very High,6.0
20.0,Female,France,Undergraduate,,Entertainment,4.6,171.0,3.2,1.9,7.4,,
21.0,Male,Australia,Undergraduate,TikTok,Entertainment,6.9,231.0,1.4,0.5,4.7,Very High,5.4
19.0,Female,Germany,Undergraduate,Snapchat,Entertainment,5.5,183.0,1.9,0.5,7.1,Medium,5.9
20.0,Female,,Undergraduate,LinkedIn,Education,7.5,232.0,,1.4,5.7,Very High,4.2
21.0,Male,Other,Undergraduate,YouTube,Education,5.3,179.0,2.7,,6.4,High,6.6
21.0,Female,Other,Undergraduate,Facebook,Networking,3.9,115.0,3.3,3.5,7.3,Medium,9.2
23.0,Female,Other,Graduate,Instagram,Entertainment,3.9,159.0,3.2,1.9,7.2,Medium,7.9
18.0,Female,Other,High School,Twitter,News,5.9,197.0,1.8,1.2,,High,5.4
22.0,Male,Germany,Undergraduate,Instagram,,3.7,158.0,3.5,2.1,8.1,Medium,7.9
