,Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
12155,school,6.9,2.8,3.1,82.0,2,1,9,0
12156,school,8.5,2.7,5.9,82.0,4,4,10,0
12157,school,7.8,3.7,8.9,96.0,6,5,2,0
12158,college,7.9,7.7,6.5,78.1,4,6,5,0
12159,working_student,4.5,-0.0,1.3,98.2,8,6,11,1
12160,school,8.5,4.9,2.4,105.0,8,8,7,1
12161,school,7.4,2.6,1.4,77.4,7,4,8,0
12162,college,7.1,7.0,3.7,77.0,2,6,5,0
12163,college,9.7,4.4,2.0,71.7,4,6,2,0
12164,college,5.0,3.0,5.8,67.7,5,5,6,1
12165,working_student,7.5,5.6,1.8,59.8,6,3,4,0
12166,working_student,5.9,4.6,2.4,69.0,3,6,3,0
12167,college,6.5,2.5,2.2,54.8,4,6,10,0
12168,college,7.6,2.8,4.5,86.6,9,9,5,0
12169,school,7.5,2.6,4.3,69.9,7,3,4,0
12170,college,4.0,9.9,3.5,69.5,5,5,9,0
12171,college,8.0,3.4,0.5,80.8,5,9,9,0
12172,school,6.7,2.6,7.2,83.7,8,2,2,1
12173,college,6.5,4.4,2.4,55.5,2,3,3,0
12174,college,7.3,2.4,3.5,67.5,7,6,2,0
12175,college,4.7,3.4,2.7,82.0,5,8,9,0
12176,college,5.5,4.5,2.7,78.1,3,4,6,0
12177,working_student,4.2,7.9,3.5,68.7,7,6,12,1
12178,school,7.9,1.1,4.9,64.2,5,8,10,0
12179,working_student,7.2,3.5,0.4,82.6,5,2,9,0
12180,college,4.2,7.5,3.5,68.1,4,9,12,1
12181,college,7.1,1.9,7.4,87.4,9,5,12,1
12182,college,8.3,6.0,3.1,90.9,1,3,12,1
12183,college,6.8,4.5,4.2,83.6,5,1,2,1
12184,school,9.8,5.5,2.9,76.6,5,1,5,1
12185,school,9.1,1.5,2.5,69.6,3,9,5,0
12186,college,8.3,4.5,0.1,99.1,8,5,9,1
12187,school,7.6,2.4,2.2,76.9,6,7,5,0
12188,college,9.5,5.8,3.5,74.2,4,2,2,0
12189,school,7.5,1.3,0.9,66.9,1,4,6,0
12190,college,6.6,6.0,5.4,82.1,8,10,12,1
12191,college,8.0,6.8,2.0,81.7,3,5,7,1
12192,school,6.3,0.6,5.9,97.7,7,1,2,0
12193,college,7.6,3.9,4.4,77.8,5,5,5,0
12194,college,7.7,2.9,4.8,78.2,7,7,6,0
12195,college,5.8,0.5,4.6,86.7,5,7,12,0
12196,working_student,5.9,5.0,2.5,91.2,2,6,8,0
12197,working_student,5.9,4.3,5.7,95.0,4,2,12,0
12198,college,2.9,4.5,5.5,72.1,2,9,12,0
12199,college,5.9,5.2,3.2,66.3,5,7,12,0
12200,college,6.8,2.5,3.5,84.4,6,10,11,0
12201,school,6.9,3.2,1.9,57.9,4,6,5,0
12202,college,7.2,6.2,4.4,91.5,7,6,3,1
12203,school,8.5,4.5,2.4,96.8,2,6,7,0
12204,college,3.1,5.1,5.4,74.0,3,9,4,0
12205,college,7.7,4.7,3.5,93.5,9,10,8,1
12206,school,7.7,2.3,4.7,96.3,9,9,1,0
12207,college,8.1,7.3,0.1,74.8,6,3,10,1
12208,college,7.5,5.3,3.2,80.5,3,9,9,0
12209,school,6.5,2.2,2.5,73.0,4,8,8,0
12210,school,7.0,3.0,2.8,81.1,2,8,2,0
12211,school,7.7,2.6,2.8,75.1,4,5,4,0
12212,school,7.1,2.5,5.6,93.6,6,8,4,0
12213,school,8.4,1.6,6.4,58.1,10,5,5,1
12214,working_student,5.4,6.1,0.6,60.3,8,6,6,1
12215,working_student,5.3,4.4,5.2,98.4,5,8,9,0
12216,school,6.4,3.1,5.5,105.0,4,7,1,1
12217,college,5.4,6.4,5.0,95.1,5,6,6,0
12218,college,8.8,6.7,3.5,66.8,2,9,6,0
12219,school,9.9,7.4,2.3,80.4,7,7,3,1
12220,college,6.1,4.8,4.8,69.4,1,6,1,0
12221,college,7.4,5.0,2.3,71.5,4,4,12,0
12222,college,6.8,3.8,1.7,83.3,6,4,1,0
12223,college,9.0,4.5,4.2,91.9,6,8,5,0
12224,working_student,8.4,5.6,1.9,94.6,7,10,5,0
12225,college,4.7,10.2,1.0,69.3,5,4,5,1
12226,school,6.9,2.8,7.9,92.2,10,7,1,1
12227,college,4.9,5.3,4.0,83.2,3,4,12,0
12228,school,6.3,3.3,4.0,82.4,3,2,7,0
12229,college,4.6,6.9,3.5,62.0,2,6,2,1
12230,college,3.9,6.3,0.8,71.5,6,4,8,0
12231,college,7.4,4.1,2.7,97.5,5,10,7,0
12232,working_student,7.1,9.9,6.6,77.2,6,8,1,1
12233,working_student,4.3,9.6,3.4,80.3,2,7,2,0
12234,school,9.4,3.5,3.9,78.1,5,9,9,0
12235,working_student,4.5,3.0,1.7,57.7,5,6,4,0
12236,college,4.3,2.1,4.8,71.9,6,10,8,0
12237,college,8.7,5.8,7.7,98.8,7,3,3,1
12238,college,7.1,5.7,3.5,82.7,8,9,6,0
12239,school,6.8,1.5,4.2,81.9,5,4,6,0
12240,college,6.1,8.8,2.8,72.8,5,8,7,1
12241,working_student,5.7,4.3,6.3,87.7,6,8,1,0
12242,working_student,8.4,3.0,4.6,57.6,5,5,4,0
12243,college,7.8,5.4,4.2,76.2,5,9,2,0
12244,college,8.0,2.1,4.5,87.2,6,3,7,0
12245,college,6.5,5.3,6.1,82.1,5,1,3,1
12246,school,6.8,2.5,1.2,83.2,9,6,5,1
12247,school,5.1,3.7,4.0,68.6,8,4,12,1
12248,working_student,8.2,3.7,2.6,81.2,8,8,6,0
12249,college,6.7,3.7,3.8,95.4,5,7,8,0
12250,college,4.7,4.3,3.0,69.0,6,4,10,1
12251,college,7.0,4.2,5.6,98.2,6,3,4,0
12252,college,7.3,4.5,3.3,97.4,6,6,10,0
12253,working_student,7.1,5.2,3.9,58.2,5,7,11,0
12254,college,7.9,5.2,3.7,72.9,5,10,6,0
12255,working_student,5.6,4.2,2.4,98.8,5,7,4,0
12256,college,6.5,4.7,3.4,82.0,8,5,4,1
12257,college,6.1,8.0,4.8,96.0,7,1,6,1
12258,college,6.0,2.3,1.1,105.0,5,4,10,0
12259,college,7.1,6.4,5.4,84.6,6,6,1,1
12260,working_student,6.1,4.5,4.3,77.4,7,7,3,1
12261,school,7.1,4.4,3.1,98.3,3,4,11,0
12262,college,3.7,6.1,5.7,89.6,5,1,7,0
12263,school,8.2,3.6,5.1,69.6,5,3,7,0
12264,college,7.5,4.7,0.3,71.9,8,3,4,1
12265,working_student,6.9,8.5,3.8,90.0,5,10,3,0
12266,school,7.9,5.0,5.0,96.8,2,5,4,0
12267,college,6.9,2.7,4.7,79.8,5,3,11,0
12268,school,6.1,1.2,3.9,99.8,7,1,4,0
12269,working_student,5.8,6.3,4.0,90.1,4,5,8,1
12270,school,7.0,2.1,4.6,79.7,7,6,1,1
12271,college,8.1,6.4,3.5,87.2,4,8,11,0
12272,working_student,8.7,6.5,3.7,79.4,4,3,10,0
12273,working_student,6.3,8.3,6.7,88.9,8,8,3,1
12274,college,6.7,6.0,6.1,61.0,3,6,5,0
12275,college,7.0,0.3,3.5,73.9,5,5,7,0
12276,college,5.1,5.0,2.9,65.7,3,5,9,0
12277,college,6.4,5.4,5.4,97.2,1,6,1,0
12278,working_student,8.6,7.6,2.3,80.0,6,8,3,1
12279,school,6.5,3.3,4.2,98.8,6,9,9,0
12280,college,6.7,4.5,7.9,63.5,7,6,6,0
12281,college,3.8,4.1,0.8,59.1,1,7,3,0
12282,working_student,4.4,9.4,4.1,74.0,3,4,11,1
12283,school,7.2,3.5,7.0,94.9,5,6,7,0
12284,working_student,5.6,5.7,2.8,89.7,5,6,3,1
12285,college,5.7,2.4,1.2,74.4,2,3,6,0
12286,college,5.3,2.2,4.1,81.3,4,8,3,0
12287,school,7.8,1.8,4.5,86.0,2,7,4,0
12288,college,3.7,3.8,0.0,96.2,5,8,3,0
12289,college,4.5,6.8,3.9,81.8,8,5,6,1
12290,school,6.4,4.0,2.6,82.0,8,7,2,0
12291,school,6.7,5.3,6.9,96.4,8,6,1,1
12292,school,5.5,5.2,4.9,99.9,4,4,12,0
12293,college,7.5,5.6,7.4,82.0,3,1,7,1
12294,school,6.6,7.0,5.0,68.0,4,8,4,0
12295,college,6.5,4.5,4.3,88.1,6,6,2,1
12296,college,7.8,4.5,1.2,73.9,2,8,11,0
12297,working_student,2.6,5.4,0.1,0.0,6,4,11,0
12298,college,4.3,4.5,3.6,62.5,5,7,11,0
12299,working_student,6.1,4.5,1.5,71.5,6,7,3,0
12300,college,5.8,9.3,0.9,81.8,5,9,3,0
12301,school,8.3,0.7,3.0,54.1,4,7,11,0
12302,college,5.4,4.9,0.1,91.7,10,6,5,1
12303,working_student,5.5,4.7,5.5,95.7,9,7,11,1
12304,working_student,4.6,6.4,2.5,72.9,8,7,9,0
12305,college,6.3,4.2,0.1,99.1,5,9,5,0
12306,school,5.4,4.0,4.5,73.9,1,6,5,0
12307,college,3.7,2.4,5.0,76.6,3,7,1,0
12308,college,5.8,4.6,3.8,70.1,3,7,4,1
12309,college,9.1,6.2,5.0,67.4,6,8,1,1
12310,working_student,3.4,9.0,2.8,82.0,8,10,10,1
12311,school,8.6,1.6,5.7,82.7,7,5,4,0
12312,working_student,4.6,11.7,1.0,91.2,6,8,2,0
12313,college,6.3,9.7,3.9,49.0,6,4,12,0
12314,college,7.2,9.0,3.4,92.1,6,5,4,1
12315,college,5.1,3.9,4.3,84.1,9,9,12,1
12316,school,8.2,4.5,4.8,66.5,8,4,8,0
12317,college,4.8,6.1,4.6,77.9,6,8,6,1
12318,college,3.8,7.9,1.1,85.7,8,4,2,1
12319,college,6.4,7.3,3.5,82.0,9,5,7,1
12320,working_student,6.0,6.4,1.3,60.5,3,4,10,1
12321,working_student,4.4,7.9,5.7,98.4,4,5,5,0
12322,college,6.5,3.5,1.4,80.2,8,6,8,0
12323,college,6.6,4.5,5.4,75.9,8,10,3,1
12324,college,6.1,1.8,7.7,75.0,6,5,2,0
12325,college,4.2,9.4,4.5,75.5,6,8,6,0
12326,college,4.2,7.9,2.7,80.0,9,8,12,1
12327,working_student,5.8,8.6,6.6,95.9,1,6,12,0
12328,school,6.9,4.5,1.6,73.7,7,10,4,1
12329,college,6.1,4.4,0.0,58.5,5,4,4,0
12330,working_student,6.0,5.1,2.6,97.3,8,1,2,1
12331,school,6.1,4.0,2.4,93.0,9,4,4,1
12332,working_student,5.3,8.6,2.5,90.7,5,7,8,0
12333,school,7.5,2.9,3.1,83.7,8,6,4,1
12334,college,8.2,2.4,2.1,68.7,5,6,11,0
12335,school,6.1,0.3,6.0,77.5,3,8,12,0
12336,college,4.1,5.1,8.1,86.6,8,8,7,0
12337,college,7.0,4.8,1.9,82.0,9,8,12,0
12338,working_student,7.0,7.5,2.0,51.1,8,6,7,1
12339,school,7.6,2.7,3.5,78.3,7,9,12,0
12340,working_student,4.8,9.9,2.4,94.5,6,3,9,1
12341,college,4.2,2.6,1.0,68.7,3,6,3,1
12342,working_student,8.0,4.5,3.1,75.5,5,1,1,1
12343,college,7.7,4.8,6.4,69.7,7,2,1,1
12344,college,3.4,6.5,3.7,68.4,5,7,4,0
12345,college,5.2,5.5,1.9,96.3,2,6,9,0
12346,college,3.6,6.9,4.9,91.3,8,6,8,1
12347,working_student,5.3,4.9,3.5,80.3,5,6,5,1
12348,school,6.5,3.2,0.5,90.7,2,5,8,0
12349,working_student,5.3,2.8,6.5,54.5,5,3,11,0
12350,school,7.3,1.1,2.3,95.3,9,6,11,0
12351,college,5.6,0.8,4.5,91.7,2,7,7,0
12352,school,8.1,3.2,4.5,55.6,5,5,8,1
12353,school,8.0,3.1,2.8,71.5,6,1,5,0
12354,college,8.1,4.5,4.2,80.1,6,5,9,0
12355,college,8.0,5.6,6.5,83.2,4,7,3,0
12356,college,9.7,5.0,4.6,94.2,5,5,7,0
12357,college,5.9,0.8,6.8,90.3,5,8,10,0
12358,college,4.6,3.1,3.5,88.4,5,7,2,0
12359,school,7.4,2.1,4.7,63.0,7,3,1,0
12360,working_student,7.6,4.5,4.8,79.2,2,6,4,0
12361,school,9.5,2.6,2.1,80.2,6,6,7,0
12362,college,5.0,4.6,2.6,86.2,4,4,10,0
12363,college,8.7,4.0,4.7,79.8,4,7,1,0
12364,college,6.3,2.1,3.8,82.1,3,6,7,0
12365,college,8.4,3.8,2.9,50.7,7,3,5,0
12366,college,6.4,1.6,4.2,82.0,3,7,7,0
12367,college,6.5,2.6,7.1,87.2,8,6,1,1
12368,college,6.9,9.4,2.1,97.3,6,5,11,1
12369,school,6.5,2.6,0.3,98.6,9,9,6,1
12370,school,6.7,1.3,2.8,76.5,2,6,3,0
12371,college,4.6,3.5,3.5,96.3,2,3,1,0
12372,college,4.5,10.1,7.4,69.8,9,6,7,1
12373,school,8.1,2.1,5.1,82.0,7,4,12,1
12374,school,8.4,3.3,2.6,82.0,7,4,9,1
12375,college,6.2,2.9,2.3,74.6,4,6,7,0
12376,college,5.0,3.5,4.4,91.8,4,5,9,0
12377,college,2.8,6.3,2.9,70.4,7,3,12,1
12378,college,3.8,7.9,5.0,98.7,5,3,6,0
12379,school,8.5,4.6,6.6,90.6,9,2,2,1
12380,school,8.1,4.0,3.9,82.0,3,5,5,0
12381,school,7.2,3.1,5.5,82.0,1,9,8,0
12382,college,6.4,6.9,0.5,80.3,1,8,10,0
12383,college,4.8,4.3,0.6,66.3,4,5,2,0
12384,college,6.7,4.5,0.5,70.8,4,1,3,0
12385,school,8.4,0.8,4.6,74.0,5,9,5,0
12386,college,2.5,2.4,0.1,96.8,8,7,10,0
12387,college,6.2,5.4,2.6,92.8,5,5,4,1
12388,college,4.9,6.4,5.5,59.6,6,7,7,0
12389,college,7.0,0.9,2.3,84.0,1,5,10,0
12390,school,6.7,4.3,4.6,80.4,5,7,9,0
12391,college,5.7,3.7,6.2,82.7,10,6,6,1
12392,college,7.9,5.8,1.0,73.4,2,4,2,0
12393,college,7.0,4.5,3.9,51.9,6,2,12,0
12394,working_student,4.9,6.6,1.6,73.1,7,6,7,1
12395,college,6.7,3.7,0.5,98.6,3,4,1,1
12396,college,5.9,4.4,5.6,97.9,6,1,3,1
12397,college,6.1,5.4,2.9,61.6,9,5,8,0
12398,working_student,6.5,5.8,3.5,95.9,5,1,12,1
12399,working_student,6.6,18.7,3.6,90.3,5,7,10,0
12400,school,7.2,3.9,4.1,85.1,6,7,12,0
12401,school,9.1,2.2,5.4,77.4,8,9,2,1
12402,school,6.4,2.6,3.9,89.9,5,6,2,0
12403,working_student,7.2,5.6,7.6,87.2,4,5,3,0
12404,college,6.9,3.2,2.9,95.1,5,3,3,0
12405,college,5.4,5.3,1.4,79.6,4,4,3,0
12406,school,6.3,4.1,0.5,87.1,8,6,7,1
12407,working_student,6.3,4.5,3.4,82.4,8,8,2,1
12408,college,5.5,3.6,4.3,76.5,1,3,11,0
12409,school,7.8,1.2,3.3,83.0,6,7,11,0
12410,college,4.7,4.3,3.9,93.5,9,4,9,0
12411,working_student,6.5,5.2,4.9,96.8,7,3,9,0
12412,college,6.7,7.2,2.3,79.7,6,3,7,0
12413,college,5.9,4.7,0.7,76.5,3,7,8,0
12414,school,7.1,0.8,0.6,65.6,5,1,3,0
12415,college,6.0,4.5,5.6,78.7,6,7,12,0
12416,college,4.0,4.5,3.8,67.9,9,8,7,1
12417,school,7.8,2.5,5.2,71.3,9,3,7,1
12418,college,7.6,5.7,4.6,90.3,1,5,6,0
12419,school,6.9,0.5,5.3,71.6,5,6,3,0
12420,college,7.3,4.5,3.2,68.7,6,6,7,0
12421,college,5.5,5.1,2.5,67.7,5,3,1,1
12422,college,7.1,4.1,4.7,92.4,8,8,11,0
12423,college,7.2,6.5,2.4,54.8,6,3,2,0
12424,school,5.6,3.2,6.4,82.0,9,6,2,1
12425,college,6.5,3.0,4.3,99.4,9,9,12,1
12426,college,7.6,6.1,0.3,83.2,7,5,10,1
12427,college,4.9,6.1,3.7,80.3,6,3,12,0
12428,college,5.6,4.3,3.4,99.0,4,6,5,0
12429,college,7.6,2.7,6.8,91.4,5,7,10,0
12430,school,8.1,2.6,0.5,77.6,6,4,11,0
12431,college,4.4,5.1,5.4,82.0,4,7,2,0
12432,school,8.2,5.2,5.3,93.6,3,8,5,1
12433,college,8.9,4.5,1.8,95.0,5,5,8,0
12434,college,8.2,5.1,3.3,71.8,3,8,4,0
12435,college,8.7,7.7,2.0,82.0,4,5,5,0
12436,college,2.5,6.9,5.8,82.0,5,6,10,0
12437,college,4.7,7.7,3.5,70.5,6,2,2,0
12438,school,6.5,2.9,2.5,87.7,6,1,11,1
12439,college,7.1,1.9,3.5,91.0,2,9,8,0
12440,college,4.1,8.3,2.8,77.1,6,6,4,0
12441,college,6.9,4.4,2.5,86.5,5,6,7,0
12442,college,8.3,3.4,4.2,83.0,1,5,5,0
12443,school,7.1,3.6,4.8,98.7,5,5,2,0
12444,school,4.4,2.8,0.4,97.2,3,4,7,0
12445,school,6.6,2.1,0.5,72.2,5,4,12,1
12446,school,6.7,4.1,5.1,76.3,6,6,9,0
12447,college,6.5,4.5,2.4,86.8,6,5,5,0
12448,working_student,7.3,4.5,3.5,78.8,8,4,4,1
12449,college,5.8,3.5,2.0,73.0,2,5,7,0
12450,college,7.9,4.6,4.6,97.9,7,3,7,1
12451,school,9.6,3.3,0.2,73.4,6,2,9,0
12452,college,7.5,5.3,2.6,76.4,2,5,7,0
12453,school,9.9,1.4,3.9,77.2,5,6,10,0
12454,college,4.9,6.0,2.1,82.0,8,7,9,1
12455,college,5.3,7.0,4.9,74.7,10,6,4,1
12456,school,8.3,5.1,3.9,99.5,6,6,10,0
12457,school,6.5,4.5,3.8,75.5,1,7,8,0
12458,college,7.2,4.5,5.2,72.8,7,8,3,1
12459,school,6.9,2.9,2.7,81.8,4,7,11,1
12460,college,5.0,8.3,4.0,77.3,3,3,11,0
12461,college,5.9,1.6,2.5,72.8,7,6,11,1
12462,college,6.5,4.3,3.4,83.6,3,5,8,0
12463,college,4.9,5.3,5.1,81.7,7,10,7,0
12464,college,6.8,3.2,5.0,82.3,4,5,10,0
12465,college,6.2,2.7,3.8,79.7,8,5,11,0
12466,school,8.3,4.8,1.3,80.0,4,4,10,0
12467,college,4.6,6.2,4.1,82.0,8,9,7,0
12468,college,7.2,8.4,4.8,77.1,7,3,4,1
12469,college,3.3,5.9,4.4,91.2,7,3,12,1
12470,college,6.4,2.1,3.1,95.5,6,4,7,0
12471,school,7.2,2.9,2.6,77.7,7,7,3,0
12472,college,6.6,3.7,2.2,81.2,8,3,6,1
12473,school,6.9,1.8,4.0,80.4,3,3,10,0
12474,working_student,6.0,4.8,3.6,80.3,4,5,8,0
12475,school,8.7,0.7,1.7,97.9,4,5,1,0
12476,working_student,2.3,7.5,4.8,74.0,9,8,10,1
12477,school,7.5,3.8,1.9,96.3,10,6,9,1
12478,working_student,6.7,5.9,3.8,84.6,1,9,6,0
12479,college,4.9,4.5,5.4,78.4,5,5,11,1
12480,college,6.3,5.5,4.4,87.1,7,7,7,1
12481,college,6.4,4.9,0.5,73.7,4,7,12,0
12482,school,8.5,1.8,2.1,78.4,6,4,9,0
12483,college,7.2,5.8,4.9,69.2,3,8,2,0
12484,college,6.4,4.9,3.7,82.0,3,6,3,0
12485,working_student,7.1,4.9,7.1,78.1,5,8,1,0
12486,college,5.3,4.7,3.5,98.0,3,9,12,0
12487,school,7.2,2.8,1.8,81.6,5,8,7,0
12488,college,6.5,3.3,2.3,62.8,4,8,6,0
12489,college,6.8,3.8,3.5,74.1,4,5,7,0
12490,working_student,4.6,7.6,3.8,99.7,5,6,12,0
12491,working_student,7.8,6.2,0.2,94.8,6,8,10,0
12492,college,4.7,3.5,3.4,78.0,4,5,1,0
12493,college,6.0,2.1,6.2,77.8,3,8,4,0
12494,college,4.5,3.1,3.9,80.1,4,6,10,0
12495,college,8.2,4.8,1.2,73.2,4,8,2,0
12496,working_student,8.2,8.1,7.5,79.9,5,1,9,1
12497,school,6.9,2.1,4.0,79.9,7,9,11,0
12498,school,7.7,3.1,3.0,86.1,9,6,7,0
12499,school,6.6,2.9,5.6,82.0,6,3,8,0
12500,college,5.4,2.5,3.6,72.2,5,2,9,0
12501,school,6.7,1.2,1.0,73.9,6,3,9,0
12502,school,6.5,3.0,1.8,53.8,10,6,12,1
12503,college,7.4,3.7,6.2,59.6,4,8,4,1
12504,working_student,8.3,9.9,4.4,80.6,6,4,10,0
12505,school,8.0,2.4,4.0,97.0,6,6,5,0
12506,working_student,5.5,9.2,6.8,99.2,3,7,4,0
12507,college,4.9,0.8,0.5,79.7,2,2,9,0
12508,college,9.2,7.3,5.4,86.9,4,6,8,0
12509,college,6.2,10.6,2.7,85.8,8,6,3,1
12510,college,6.0,5.1,5.1,77.3,7,6,6,0
12511,college,6.2,4.0,5.0,82.3,5,4,12,0
12512,working_student,5.9,4.5,2.1,80.0,9,4,3,1
12513,college,5.8,0.8,1.3,91.9,3,6,7,0
12514,working_student,5.8,6.3,2.9,93.9,4,6,5,0
12515,college,3.9,6.9,3.9,87.5,6,3,12,0
12516,school,6.5,2.0,2.0,90.8,4,10,1,0
12517,school,5.9,6.0,4.9,96.6,8,7,8,0
12518,working_student,8.6,4.0,0.8,89.4,9,4,1,1
12519,college,6.4,4.5,3.5,81.7,8,7,2,0
12520,college,8.4,5.1,6.7,86.1,6,7,11,1
12521,college,8.0,3.1,4.9,88.0,5,9,4,0
12522,college,5.5,4.3,4.8,84.8,6,7,3,0
12523,college,5.0,1.9,0.4,84.3,5,7,12,0
12524,college,5.9,3.2,2.6,69.7,8,4,3,1
12525,working_student,5.8,4.8,2.5,75.7,6,4,8,0
12526,college,6.2,5.4,5.4,95.8,8,5,11,1
12527,college,8.9,5.6,3.5,86.5,4,4,10,0
12528,college,8.4,6.4,3.6,86.2,5,6,1,0
12529,college,4.8,4.5,3.5,67.6,3,7,6,0
12530,college,7.9,2.7,3.8,89.8,5,5,10,0
12531,college,8.1,4.8,2.9,74.1,8,6,1,1
12532,college,6.9,1.6,0.3,91.9,6,8,12,0
12533,working_student,5.0,4.9,4.4,60.1,6,5,4,0
12534,school,6.5,4.3,3.1,95.6,7,7,2,0
12535,college,5.9,3.0,3.6,70.7,9,9,11,1
12536,college,7.8,2.8,2.9,82.3,7,7,8,0
12537,college,6.5,4.3,3.5,99.6,2,7,10,0
12538,working_student,5.6,3.7,2.7,82.6,5,8,10,0
12539,college,9.0,8.6,2.3,83.8,3,7,2,0
12540,college,7.1,8.2,1.9,94.9,2,6,10,0
12541,college,4.4,6.5,2.8,72.7,8,5,10,1
12542,working_student,7.1,2.9,2.9,87.0,2,8,7,0
12543,college,6.9,4.1,2.4,82.1,3,6,6,0
12544,college,5.3,4.5,3.5,51.9,6,5,6,0
12545,college,6.1,6.5,4.3,80.4,8,6,10,1
12546,working_student,5.4,7.3,5.9,64.9,5,6,1,1
12547,college,8.7,4.1,3.4,74.3,4,7,5,1
12548,school,8.7,5.4,6.2,76.6,8,7,7,0
12549,working_student,4.2,4.2,1.5,79.4,3,1,11,0
12550,college,5.6,8.3,2.9,86.9,5,6,6,0
12551,school,8.6,3.5,2.6,78.8,7,5,1,0
12552,college,5.7,3.9,2.3,76.9,9,2,8,1
12553,working_student,5.8,4.1,3.9,88.1,7,4,11,0
12554,college,6.0,5.0,6.7,89.5,4,4,10,0
12555,working_student,4.8,5.4,1.4,93.4,6,1,11,1
12556,school,6.5,1.4,2.5,82.0,4,5,1,0
12557,school,7.3,0.7,6.5,82.0,8,4,7,1
12558,working_student,3.3,4.5,3.4,72.0,6,7,3,0
12559,college,7.0,5.1,2.2,82.0,3,4,3,0
12560,working_student,6.7,7.7,8.1,86.2,5,4,3,0
12561,college,5.6,5.4,2.5,84.1,4,9,3,0
12562,school,5.2,0.4,1.4,78.8,9,10,12,0
12563,college,6.7,4.1,6.3,72.1,8,8,6,0
12564,school,6.5,3.1,0.8,60.9,2,5,4,0
12565,college,5.9,6.5,4.1,85.7,1,7,11,0
12566,college,4.3,4.5,1.9,64.5,6,5,12,1
12567,school,8.3,4.8,3.6,82.0,6,7,11,0
12568,college,3.8,8.3,4.2,71.3,5,4,7,1
12569,college,4.3,4.5,3.5,96.8,3,6,11,0
12570,college,6.6,1.9,1.5,93.5,5,8,10,0
12571,college,6.7,4.5,4.6,84.3,3,9,2,0
12572,college,6.1,1.4,1.9,78.1,4,8,7,0
12573,college,5.1,3.3,7.4,76.6,7,10,3,0
12574,working_student,2.6,5.2,2.6,78.3,7,6,6,1
12575,college,4.2,1.5,2.4,99.8,5,9,8,0
12576,working_student,4.2,5.3,3.6,60.2,8,10,6,1
12577,college,7.5,8.2,2.8,80.6,5,8,11,0
12578,college,7.1,4.5,5.4,82.0,9,5,2,1
12579,college,6.5,4.0,7.9,86.4,7,3,5,1
12580,school,9.0,2.7,0.9,87.2,5,2,5,1
12581,school,6.7,2.2,4.6,57.2,3,9,7,0
12582,school,8.0,2.1,3.8,77.2,5,7,9,0
12583,working_student,2.4,8.0,5.5,98.4,7,6,9,1
12584,college,6.6,4.6,3.2,97.0,5,5,9,0
12585,college,6.8,1.1,4.7,81.4,4,3,7,0
12586,college,5.0,1.2,3.0,82.3,8,5,7,0
12587,college,7.1,4.9,2.0,96.6,5,5,11,0
12588,college,4.7,4.5,4.0,79.0,2,3,10,0
12589,working_student,5.3,6.4,1.5,82.0,5,9,8,0
12590,working_student,4.7,7.7,4.5,85.5,7,6,5,1
12591,college,7.2,2.5,2.6,55.4,1,3,7,0
12592,college,5.0,1.2,3.6,78.9,5,9,7,0
12593,college,6.9,5.7,2.5,61.8,6,6,9,0
12594,college,6.5,4.5,2.7,85.7,1,2,8,0
12595,college,6.8,5.1,1.7,96.6,5,9,10,0
12596,college,7.9,6.7,0.4,75.0,6,7,9,0
12597,school,9.2,2.6,4.2,69.2,5,8,2,0
12598,college,6.6,7.7,0.2,83.5,1,3,10,0
12599,college,5.2,7.3,6.3,75.1,5,2,7,0
12600,college,5.1,5.0,3.4,63.6,2,6,4,0
12601,school,6.5,3.1,1.1,92.2,6,7,10,0
12602,college,9.7,5.1,2.8,89.3,4,8,1,0
12603,college,8.8,4.5,4.3,98.7,3,9,3,0
12604,school,5.7,2.7,6.0,95.3,6,8,9,0
12605,college,5.8,3.8,3.0,98.0,4,6,1,0
12606,school,9.6,3.0,2.9,78.2,3,5,1,0
12607,working_student,2.8,6.9,3.2,98.0,7,6,5,1
12608,school,6.0,3.9,5.2,62.5,8,5,7,1
12609,school,7.0,3.6,5.1,84.3,7,9,3,1
12610,college,5.2,6.6,2.4,75.3,9,3,2,1
12611,college,6.0,3.3,2.7,79.7,5,7,4,0
12612,working_student,4.1,6.1,2.6,92.3,3,8,5,0
12613,school,7.4,1.2,2.6,80.2,6,8,10,0
12614,working_student,5.3,5.6,7.9,87.7,1,5,11,0
12615,working_student,5.6,7.6,4.6,76.1,4,6,8,0
12616,college,6.3,3.2,5.6,96.9,4,1,5,0
12617,school,6.5,4.0,4.8,97.4,7,7,7,1
12618,college,6.5,5.2,1.2,95.8,8,7,5,0
12619,school,7.7,2.1,1.1,98.7,3,7,9,0
12620,working_student,6.8,3.9,3.1,70.1,8,1,4,0
12621,college,8.8,5.3,4.8,74.4,10,8,2,1
12622,school,6.7,2.4,3.2,82.7,5,5,9,0
12623,college,6.6,5.4,3.5,87.5,6,6,6,1
12624,school,6.5,3.5,1.3,79.3,3,7,8,0
12625,school,7.4,2.7,2.2,88.2,2,6,8,0
12626,school,5.7,4.9,0.6,80.2,9,5,12,1
12627,college,7.7,4.5,3.7,99.3,2,9,5,0
12628,college,6.0,2.6,5.1,86.0,5,5,10,0
