Order Date,Product Name,Category,Region,Quantity,Sales,Profit
05-11-2022,Tablet,Electronics,East,7.0,4669.0,1088.15
08/12/2022,,Electronics,West,5.0,1045.0,89.0
2022-02-27,Keyboard,Accessories,North,4.0,2724.0,229.47
2023-09-14,Headphones,Accessories,West,8.0,5312.0,1583.0
,Tablet,Electronics,West,4.0,4252.0,445.18
2024-10-09,Printer,Office,East,7.0,8057.0,1652.27
2023-06-20,Keyboard,Accessories,South,7.0,2023.0,
2024/03/16,Unknown,Accessories,South,8.0,9416.0,2125.54
2023/11/27,Monitor,Accessories,East,8.0,,494.34
08-01-2023,Monitor,Accessories,,2.0,828.0,50.07
07-12-2023,Mouse,Accessories,West,1.0,527.0,27.45
11-09-2022,Keyboard,Accessories,North,2.0,1160.0,206.49
2022-03-29,Mouse,Accessories,West,5.0,5430.0,310.86
2024-01-15,Tablet,Electronics,South,7.0,6874.0,454.53
12-07-2023,Printer,Office,East,8.0,8952.0,1825.37
2022-06-06,Unknown,Accessories,East,,416.0,
N/A,Unknown,Electronics,South,3.0,1680.0,140.27
2022-08-27,Mouse,Accessories,South,7.0,4340.0,383.9
2022-01-16,Laptop,Electronics,West,9.0,7650.0,2130.82
2024-04-03,Smartwatch,Electronics,West,8.0,6328.0,412.76
2022/08/19,Keyboard,Accessories,West,2.0,1312.0,344.0
2022-01-21,Camera,Electronics,East,9.0,8055.0,
2022-03-19,Camera,Electronics,South,2.0,840.0,153.61
,Tablet,Electronics,South,9.0,9423.0,2794.89
2023/12/30,Monitor,Accessories,North,8.0,6520.0,1113.12
2022-10-20,Laptop,Electronics,North,3.0,1950.0,116.12
2023-10-16,Camera,Electronics,South,6.0,5928.0,1177.2
29-07-2023,Camera,Electronics,South,7.0,,
2023-06-04,Smartphone,Electronics,West,4.0,356.0,23.4
N/A,,Electronics,South,2.0,570.0,94.39
"May 13, 2022",Monitor,Accessories,East,7.0,7791.0,907.96
N/A,Smartwatch,Electronics,East,4.0,4168.0,494.48
"Aug 21, 2023",Tablet,Electronics,North,2.0,684.0,183.85
2024-01-05,Smartphone,Electronics,East,7.0,3857.0,447.99
2024-09-07,Camera,Electronics,North,5.0,3250.0,699.99
2023/08/03,Printer,Office,North,6.0,1194.0,79.62
2023-05-07,Laptop,Electronics,West,6.0,3486.0,320.91
08/05/2022,Monitor,Accessories,West,7.0,1554.0,370.97
2024-07-19,Smartwatch,Electronics,North,,2601.0,463.36
11/15/2022,Headphones,Accessories,West,4.0,3616.0,745.75
2023-02-01,Mouse,Accessories,West,5.0,3350.0,986.33
12/20/2023,Smartwatch,,South,5.0,2545.0,588.47
,Monitor,,East,1.0,545.0,68.28
19-12-2023,,Accessories,North,7.0,1470.0,178.85
2023-11-30,Camera,Electronics,South,3.0,3126.0,870.95
27-12-2024,Laptop,Electronics,West,3.0,1368.0,302.29
21-12-2024,Unknown,Accessories,East,9.0,7083.0,1353.39
2024-01-28,Printer,Office,East,2.0,1994.0,453.74
03-09-2022,,,North,4.0,4716.0,1084.16
02/29/2024,Unknown,Accessories,South,1.0,975.0,125.85
21-04-2023,Smartphone,,West,9.0,9891.0,1774.03
2024-05-24,Smartwatch,Electronics,?,2.0,626.0,159.49
05/19/2024,Monitor,Accessories,East,8.0,5632.0,1620.04
2024/09/10,Printer,Office,West,3.0,2568.0,734.6
2023-09-12,Tablet,Electronics,East,7.0,5285.0,629.07
2023/11/08,Camera,Electronics,East,2.0,516.0,122.77
2022-05-31,Monitor,Accessories,East,3.0,2139.0,503.08
05-01-2023,Laptop,Electronics,,9.0,8136.0,1923.89
,Laptop,Electronics,West,5.0,2130.0,318.99
04/01/2024,Headphones,Accessories,South,5.0,3445.0,202.15
,Tablet,Electronics,East,8.0,5376.0,429.84
"Aug 05, 2023",Printer,Office,West,6.0,3006.0,730.14
12/31/2022,,Accessories,North,7.0,3941.0,1113.85
2023-03-10,Monitor,Accessories,North,5.0,3350.0,389.95
N/A,Printer,Office,South,3.0,2019.0,265.44
2022-06-09,Headphones,Accessories,North,8.0,2416.0,
13-05-2022,Monitor,Accessories,West,8.0,6160.0,684.71
,Printer,Office,East,,2796.0,682.65
2024-12-19,Smartwatch,Electronics,South,7.0,7700.0,1573.41
17-06-2024,Smartwatch,Electronics,West,5.0,2095.0,193.93
09/25/2024,Camera,Electronics,North,5.0,5990.0,1548.62
2024/12/27,Smartwatch,Electronics,North,2.0,1206.0,307.02
,Smartwatch,Electronics,South,5.0,1330.0,
,Camera,Electronics,?,6.0,2706.0,766.68
2023-01-14,Laptop,Electronics,East,3.0,426.0,50.8
"Nov 13, 2024",,Electronics,West,1.0,414.0,
2024-06-29,Laptop,Electronics,East,5.0,5465.0,546.33
,Tablet,Electronics,South,3.0,726.0,71.06
N/A,Smartwatch,Electronics,East,1.0,1001.0,225.75
2022-02-16,Mouse,Accessories,West,9.0,7362.0,1866.65
05/14/2022,Keyboard,Accessories,East,4.0,2284.0,576.59
,Tablet,Electronics,East,4.0,2940.0,566.36
N/A,Printer,Office,South,4.0,3068.0,868.89
,Smartphone,Electronics,North,3.0,3477.0,862.21
"Aug 04, 2024",Smartwatch,Electronics,,9.0,4014.0,204.48
2024-08-07,Monitor,Accessories,North,8.0,7200.0,804.53
03-04-2024,Smartwatch,Electronics,West,3.0,735.0,134.53
2023-01-31,Monitor,Accessories,East,3.0,2964.0,446.54
N/A,Camera,,,9.0,3699.0,276.07
2022-05-14,Printer,Office,West,3.0,1563.0,221.62
N/A,Mouse,Accessories,South,2.0,124.0,32.27
07/03/2023,Mouse,Accessories,North,2.0,416.0,71.68
03/07/2023,Camera,Electronics,South,8.0,2624.0,294.24
,Headphones,Accessories,,4.0,,134.85
"Dec 24, 2023",Headphones,Accessories,East,8.0,8200.0,1978.93
03/10/2022,Mouse,,East,5.0,5615.0,715.58
2022-09-30,Printer,Office,East,5.0,3085.0,413.52
2024-12-07,Keyboard,Accessories,South,6.0,3198.0,913.76
2022-02-13,Camera,Electronics,,4.0,1848.0,374.66
04/11/2023,Smartwatch,Electronics,North,4.0,652.0,
2022-11-22,Mouse,Accessories,South,6.0,2940.0,609.99
2022-05-29,Headphones,Accessories,,4.0,3912.0,454.89
2022/10/09,Tablet,Electronics,South,8.0,9392.0,891.07
2022/10/21,Monitor,Accessories,West,1.0,312.0,43.01
24-11-2023,Laptop,Electronics,East,9.0,7731.0,1459.74
2023/06/23,Tablet,Electronics,West,1.0,1081.0,229.32
2023-08-16,Smartphone,Electronics,West,6.0,1926.0,393.01
"Jul 26, 2022",Monitor,Accessories,East,3.0,,88.51
"Dec 29, 2024",Laptop,Electronics,South,9.0,8550.0,1970.98
"Aug 24, 2023",Monitor,Accessories,North,4.0,2468.0,457.51
09/04/2023,Tablet,Electronics,West,3.0,801.0,90.34
2023-01-03,Laptop,Electronics,East,9.0,2655.0,701.11
30-11-2023,Smartwatch,Electronics,West,8.0,3928.0,700.38
2024-07-11,Monitor,Accessories,,8.0,6488.0,1438.34
2024-02-03,Headphones,Accessories,West,9.0,7695.0,1749.26
2023-07-19,,Accessories,?,2.0,1856.0,468.19
2022-04-14,Smartwatch,Electronics,North,7.0,1519.0,403.63
2024-01-19,Tablet,Electronics,West,3.0,3549.0,996.05
2024-09-12,Laptop,Electronics,East,3.0,1656.0,378.84
2024/08/24,Keyboard,Accessories,North,7.0,812.0,
N/A,Mouse,Accessories,North,5.0,,864.41
2023-12-24,Monitor,Accessories,South,1.0,1161.0,210.87
2022/05/18,Headphones,Accessories,,3.0,2256.0,282.52
2024-09-28,Monitor,Accessories,East,1.0,359.0,78.17
23-03-2024,Headphones,Accessories,East,2.0,130.0,11.1
26-09-2022,Mouse,Accessories,South,8.0,4248.0,831.54
2024-10-04,Camera,Electronics,South,5.0,,221.47
2024-09-25,Keyboard,Accessories,East,2.0,876.0,224.01
2023-01-03,Camera,Electronics,?,9.0,9180.0,2752.84
03/26/2024,Monitor,Accessories,West,5.0,,160.89
10/06/2022,Monitor,Accessories,South,2.0,1504.0,
"Jun 30, 2022",Keyboard,Accessories,,9.0,1881.0,430.78
2022/01/16,Keyboard,,East,9.0,7425.0,1533.72
2022-10-16,Tablet,Electronics,East,9.0,720.0,192.83
2024-05-07,Smartphone,Electronics,West,5.0,2985.0,698.22
,,Electronics,North,9.0,711.0,200.11
2024-08-13,Printer,Office,South,6.0,6276.0,1396.25
13-01-2023,Mouse,Accessories,East,7.0,7966.0,955.8
2023-03-14,Headphones,Accessories,East,8.0,4200.0,854.89
2024-05-17,Laptop,Electronics,East,7.0,,80.0
2024-10-15,Keyboard,Accessories,South,8.0,5040.0,465.36
2023/09/11,Mouse,Accessories,East,1.0,856.0,87.69
20-07-2023,Monitor,Accessories,West,5.0,5230.0,385.77
03/19/2022,Laptop,Electronics,,5.0,4635.0,769.03
12/07/2024,Laptop,Electronics,East,6.0,5508.0,360.28
06/06/2023,Smartphone,Electronics,North,1.0,258.0,27.01
07/13/2023,Smartphone,Electronics,East,1.0,677.0,88.41
10-07-2023,Unknown,Accessories,West,5.0,,755.05
2024-09-09,Smartphone,Electronics,South,5.0,4370.0,1255.36
2023-01-06,Keyboard,Accessories,East,3.0,372.0,57.51
2024/09/05,,Electronics,West,9.0,3177.0,629.96
"Apr 19, 2023",Printer,Office,South,7.0,1659.0,127.48
2023-04-20,,Electronics,South,3.0,3360.0,759.31
03/02/2023,Smartphone,Electronics,West,2.0,1132.0,290.56
2024/10/05,Smartwatch,Electronics,East,5.0,1815.0,468.62
2023-11-11,Mouse,Accessories,North,,459.0,125.19
15-11-2023,Smartphone,Electronics,West,1.0,1128.0,73.74
2024-10-30,Monitor,Accessories,East,6.0,1170.0,104.63
08/01/2022,Smartwatch,Electronics,North,5.0,4420.0,380.69
02/29/2024,Smartphone,Electronics,West,6.0,456.0,69.15
25-02-2024,Tablet,Electronics,North,2.0,1458.0,154.79
2024-06-24,Monitor,Accessories,West,7.0,2989.0,197.58
2024-12-20,Camera,Electronics,North,4.0,3424.0,845.68
10/14/2024,Mouse,,West,2.0,1226.0,124.25
2024-11-16,Laptop,Electronics,North,8.0,6760.0,1097.63
2023-09-25,Smartphone,Electronics,West,1.0,111.0,13.61
09-06-2023,Printer,Office,North,5.0,3275.0,222.29
2024-09-08,Headphones,Accessories,North,3.0,2508.0,498.69
09/01/2024,Keyboard,Accessories,South,8.0,904.0,202.35
"Sep 05, 2024",Printer,Office,West,3.0,1506.0,427.84
10/23/2022,,Electronics,,3.0,987.0,97.01
01/29/2022,Smartphone,Electronics,East,7.0,2968.0,728.94
03/17/2022,Mouse,Accessories,South,5.0,4200.0,746.86
2024-01-16,Smartwatch,Electronics,North,5.0,,313.66
11/25/2024,Printer,Office,East,3.0,3282.0,492.59
"Feb 13, 2022",Headphones,Accessories,East,9.0,4914.0,
2023/03/30,Laptop,Electronics,North,6.0,3924.0,762.96
2023-09-12,Headphones,Accessories,South,6.0,420.0,65.62
"Jun 28, 2024",Printer,Office,West,4.0,1544.0,106.02
2022/08/29,Headphones,Accessories,East,2.0,,233.47
22-11-2023,Headphones,Accessories,West,,1548.0,157.48
2023-05-10,Keyboard,Accessories,North,4.0,3184.0,478.27
2024-10-17,Printer,Office,South,5.0,,774.86
2023-10-11,Monitor,Accessories,?,1.0,59.0,10.32
N/A,Monitor,Accessories,South,8.0,,1016.99
,Mouse,Accessories,West,3.0,1791.0,122.5
2023-01-13,Smartwatch,Electronics,West,2.0,1644.0,
,Tablet,,West,8.0,6584.0,544.62
2022-08-03,Headphones,Accessories,East,5.0,1620.0,325.87
02/06/2024,Mouse,Accessories,West,9.0,2736.0,407.22
2024/04/11,Monitor,Accessories,South,4.0,1064.0,274.47
2024/06/18,Camera,Electronics,South,7.0,2667.0,363.5
N/A,Headphones,Accessories,South,3.0,735.0,217.79
18-12-2024,Laptop,Electronics,East,1.0,58.0,11.25
04/25/2023,Camera,Electronics,South,,3136.0,850.3
N/A,Mouse,Accessories,East,4.0,3936.0,374.34
2022-11-23,Smartphone,Electronics,East,9.0,6102.0,947.91
"May 17, 2024",Smartphone,Electronics,North,8.0,9408.0,552.44
,Mouse,Accessories,South,9.0,7875.0,1243.56
2024-10-13,Keyboard,Accessories,North,9.0,9900.0,576.8
16-10-2024,Keyboard,Accessories,North,2.0,430.0,114.91
18-09-2023,Mouse,Accessories,,,813.0,238.1
12/09/2023,Camera,Electronics,South,4.0,4176.0,980.11
02-10-2023,Camera,Electronics,South,4.0,3084.0,348.38
2022-03-31,Mouse,Accessories,West,7.0,8008.0,1593.65
2024-06-12,Smartwatch,Electronics,South,4.0,4608.0,963.5
06/16/2024,Headphones,Accessories,West,4.0,4356.0,
09/04/2023,Printer,Office,South,1.0,566.0,169.17
2022/12/02,Laptop,Electronics,East,7.0,945.0,75.21
2022-11-12,Smartwatch,Electronics,North,4.0,2200.0,484.33
2024-12-30,Mouse,,North,1.0,746.0,131.25
2024-12-06,Monitor,Accessories,?,5.0,3505.0,678.18
2024-05-26,Monitor,Accessories,,5.0,4795.0,819.12
20-10-2024,Monitor,Accessories,North,5.0,4590.0,650.05
05/04/2023,Monitor,Accessories,North,4.0,2092.0,467.02
05/09/2024,Mouse,Accessories,South,8.0,3568.0,334.13
"Dec 07, 2023",Smartphone,Electronics,West,9.0,10404.0,2028.21
2022-12-10,Printer,Office,South,9.0,7029.0,1005.58
2022-11-21,,Electronics,West,8.0,664.0,126.6
2024-11-20,,Electronics,West,3.0,1923.0,274.0
,Printer,Office,West,7.0,,566.51
2024/01/03,Smartphone,Electronics,North,2.0,258.0,64.12
2024-10-29,Smartwatch,Electronics,East,9.0,1134.0,267.26
"Sep 24, 2024",Headphones,,East,5.0,855.0,238.83
04/09/2024,Smartwatch,Electronics,West,9.0,3231.0,670.85
2024/09/05,Tablet,Electronics,South,7.0,3591.0,266.59
"Feb 03, 2024",Camera,Electronics,East,2.0,254.0,
2023-03-17,Smartphone,Electronics,South,5.0,5930.0,1193.32
2024-07-15,Headphones,Accessories,West,2.0,1344.0,297.99
2023-03-20,Laptop,Electronics,East,1.0,920.0,98.31
2022-08-28,Printer,Office,North,9.0,5454.0,385.51
01-12-2022,Laptop,Electronics,West,8.0,9512.0,663.23
2023/01/21,Mouse,Accessories,North,4.0,2972.0,827.46
2024-05-23,Smartwatch,Electronics,,3.0,3360.0,465.02
2022/10/24,Tablet,Electronics,West,4.0,1004.0,240.13
12/25/2024,Headphones,Accessories,West,2.0,1944.0,332.55
2023-09-18,Monitor,Accessories,East,5.0,5055.0,1200.09
2022-07-18,Smartwatch,Electronics,West,2.0,128.0,8.33
"Mar 09, 2024",Smartphone,Electronics,East,3.0,633.0,163.03
2022-12-14,Printer,Office,South,3.0,2523.0,506.7
11/06/2023,Printer,Office,West,1.0,196.0,39.6
2022-02-11,Unknown,Office,East,9.0,4212.0,552.96
"Mar 28, 2024",Monitor,Accessories,North,1.0,63.0,17.29
2023/07/02,Mouse,Accessories,South,8.0,2752.0,394.66
2024-11-11,Mouse,Accessories,West,3.0,,419.61
09-03-2024,Laptop,Electronics,East,8.0,8032.0,466.19
21-01-2022,Tablet,Electronics,?,6.0,3702.0,407.34
2022-10-17,Smartwatch,Electronics,East,8.0,456.0,90.24
2023-02-10,Camera,Electronics,West,7.0,5355.0,1143.16
2024-03-04,Camera,Electronics,West,1.0,,261.91
08-01-2022,Headphones,Accessories,South,,,797.82
2022-11-24,Laptop,Electronics,East,1.0,735.0,139.31
2024-10-24,Tablet,Electronics,North,3.0,,798.26
2022-10-03,Keyboard,Accessories,West,3.0,2082.0,346.53
,Keyboard,Accessories,East,2.0,1340.0,
"Mar 13, 2022",Laptop,Electronics,East,5.0,1160.0,227.13
,Monitor,Accessories,East,4.0,1272.0,299.84
14-01-2022,Printer,Office,West,3.0,2817.0,588.47
03/05/2024,Monitor,Accessories,East,3.0,1464.0,264.67
02/13/2023,,Accessories,West,1.0,,60.51
N/A,Tablet,Electronics,West,6.0,5706.0,1306.92
,Headphones,Accessories,North,1.0,1112.0,100.47
15-07-2023,Keyboard,Accessories,West,1.0,1147.0,133.48
2023/02/11,Laptop,Electronics,North,2.0,330.0,66.57
2023-07-12,Monitor,Accessories,North,4.0,2176.0,250.89
03/19/2022,Headphones,Accessories,South,7.0,7616.0,1317.79
2024-07-16,Printer,Office,North,1.0,1091.0,
2024-04-03,,Electronics,,2.0,1026.0,279.76
2024/11/17,Tablet,Electronics,West,2.0,210.0,42.04
09/17/2022,Printer,Office,North,2.0,180.0,10.78
"Sep 12, 2024",Tablet,Electronics,North,4.0,380.0,72.88
2023-08-13,Monitor,Accessories,West,8.0,7664.0,1580.55
2022/10/22,Smartphone,Electronics,East,8.0,6056.0,1029.9
"Jan 28, 2022",Mouse,Accessories,North,,606.0,104.52
,Monitor,,North,3.0,750.0,193.86
11-12-2024,Printer,Office,East,,1218.0,218.88
N/A,Laptop,Electronics,West,,2162.0,355.45
13-03-2023,Unknown,Accessories,East,9.0,2223.0,347.01
2023-09-19,Smartphone,Electronics,West,7.0,4452.0,920.05
2022-02-08,Printer,Office,West,1.0,184.0,50.19
2022-04-05,Headphones,Accessories,North,3.0,288.0,77.38
24-01-2024,Camera,Electronics,West,2.0,834.0,150.12
,Keyboard,Accessories,East,5.0,4025.0,923.17
"Sep 08, 2023",Headphones,Accessories,West,7.0,4732.0,1084.28
2022-05-19,Headphones,Accessories,West,5.0,4025.0,407.72
2023/07/15,Printer,Office,South,8.0,2416.0,500.93
2024-03-16,Tablet,Electronics,North,7.0,1897.0,524.69
2022-04-16,Mouse,Accessories,East,4.0,840.0,190.13
02-01-2022,Mouse,Accessories,North,8.0,6600.0,360.45
20-10-2022,Laptop,Electronics,West,2.0,2362.0,342.27
"Feb 04, 2024",Headphones,Accessories,South,6.0,2958.0,577.27
2024-03-22,Tablet,Electronics,East,1.0,,56.49
2022/06/04,Keyboard,Accessories,North,3.0,942.0,84.8
2023/01/21,Camera,Electronics,East,2.0,2084.0,586.72
16-08-2023,Tablet,Electronics,,6.0,4584.0,473.37
05/28/2022,Printer,Office,East,1.0,1118.0,319.28
"Apr 30, 2024",Mouse,,North,9.0,4005.0,652.15
2024-03-04,Smartwatch,Electronics,East,5.0,4610.0,1293.37
N/A,Keyboard,Accessories,South,1.0,551.0,86.84
2022-08-05,Printer,Office,West,1.0,75.0,19.29
,Mouse,Accessories,South,6.0,6576.0,
N/A,Printer,Office,,6.0,6432.0,1410.52
2022-08-08,Headphones,Accessories,South,7.0,7763.0,1444.27
N/A,Monitor,Accessories,East,7.0,2240.0,622.29
12/04/2022,Headphones,Accessories,East,6.0,5298.0,1209.88
2023-07-15,Smartwatch,Electronics,North,2.0,116.0,32.27
02-02-2022,Tablet,Electronics,East,8.0,6728.0,1140.19
2022-12-02,Monitor,Accessories,North,5.0,490.0,55.59
,Monitor,Accessories,North,7.0,,699.86
21-04-2022,Smartphone,Electronics,West,8.0,2680.0,598.97
2023/08/19,Camera,Electronics,East,2.0,2174.0,335.37
2024-04-11,Monitor,Accessories,North,9.0,5562.0,1258.12
09/27/2022,Smartphone,Electronics,East,8.0,9208.0,2595.33
2024-08-31,Smartphone,Electronics,West,4.0,4512.0,546.71
2024-03-04,Camera,,West,9.0,7974.0,1965.96
04/30/2022,Monitor,Accessories,East,6.0,4944.0,1335.04
03/19/2022,Printer,Office,South,3.0,1611.0,234.84
2024-07-05,Smartwatch,Electronics,,9.0,4599.0,618.89
N/A,Laptop,Electronics,East,6.0,4380.0,419.3
10/20/2024,Headphones,Accessories,South,2.0,2376.0,580.26
"Jan 03, 2023",Monitor,Accessories,South,9.0,6588.0,1800.9
,Mouse,Accessories,East,5.0,3745.0,720.08
2022-06-18,Camera,Electronics,North,5.0,5305.0,1389.25
05/19/2023,Tablet,Electronics,North,8.0,1608.0,332.12
18-07-2024,Monitor,Accessories,East,9.0,4977.0,745.81
2022-02-09,Smartphone,Electronics,East,,4529.0,273.97
2024-04-15,Camera,Electronics,West,7.0,4690.0,319.42
2024-11-12,Keyboard,Accessories,East,4.0,2424.0,544.07
,Keyboard,Accessories,North,6.0,3594.0,610.77
03-05-2022,,,North,7.0,3962.0,491.9
03/14/2024,Camera,Electronics,East,2.0,944.0,149.38
2022-12-20,Smartwatch,Electronics,West,6.0,6792.0,1787.97
2023-03-06,Tablet,Electronics,North,7.0,6804.0,1383.81
2024-09-20,Camera,Electronics,South,6.0,816.0,98.75
"Jul 10, 2022",Monitor,Accessories,North,6.0,5916.0,544.59
06/17/2022,Mouse,Accessories,South,5.0,5730.0,310.58
13-05-2024,Headphones,Accessories,East,7.0,8288.0,785.54
24-06-2022,Headphones,Accessories,South,2.0,2046.0,394.93
2022-06-05,Tablet,Electronics,East,9.0,5031.0,1149.48
"Mar 10, 2022",Keyboard,Accessories,South,9.0,1764.0,417.95
N/A,Unknown,Electronics,South,8.0,1880.0,486.88
25-12-2023,Smartwatch,Electronics,West,2.0,200.0,10.45
10/06/2022,Mouse,Accessories,East,3.0,2688.0,476.77
2023-01-02,Laptop,,West,4.0,3216.0,213.81
2023/12/21,Camera,Electronics,East,,8440.0,1504.18
2024-04-26,Tablet,Electronics,East,7.0,1582.0,208.42
2024/07/12,Laptop,Electronics,North,1.0,58.0,10.79
03/26/2022,Smartwatch,Electronics,West,8.0,608.0,163.18
,Smartphone,Electronics,North,3.0,183.0,41.82
07/02/2024,Monitor,Accessories,West,5.0,3105.0,744.26
13-04-2023,Monitor,Accessories,North,5.0,,485.18
2022-12-05,Laptop,Electronics,North,3.0,3024.0,622.29
2023-04-20,Printer,Office,East,4.0,,747.79
"Mar 11, 2024",Keyboard,,West,7.0,532.0,121.03
,Smartphone,Electronics,South,4.0,3152.0,307.62
04-12-2023,Monitor,Accessories,East,9.0,8586.0,1555.82
2022/10/21,Monitor,Accessories,South,2.0,1046.0,273.38
02/15/2022,Tablet,Electronics,West,4.0,,560.31
"Mar 12, 2022",Monitor,Accessories,West,4.0,2368.0,361.02
2022-10-20,Camera,Electronics,South,2.0,1924.0,422.25
2022/09/19,Laptop,Electronics,West,,4580.0,1148.06
2024-11-02,Headphones,Accessories,East,5.0,3735.0,
05/13/2023,Monitor,Accessories,North,4.0,2476.0,417.16
2023-07-13,Laptop,Electronics,South,2.0,162.0,16.51
04-07-2022,Printer,Office,West,3.0,258.0,38.03
19-03-2022,Keyboard,Accessories,East,4.0,3524.0,998.29
27-05-2023,Smartwatch,Electronics,South,8.0,6184.0,1796.9
03/07/2023,Monitor,Accessories,West,6.0,3750.0,645.69
04/15/2022,Mouse,Accessories,South,5.0,1465.0,424.64
2024-03-28,Camera,Electronics,North,4.0,4480.0,412.05
29-02-2024,Laptop,Electronics,North,8.0,1544.0,281.22
2024-01-21,Headphones,Accessories,North,9.0,7974.0,1181.04
03/30/2024,Printer,Office,East,5.0,5920.0,1679.15
2024-10-02,Unknown,,South,8.0,8792.0,2045.54
N/A,Smartwatch,Electronics,East,1.0,294.0,52.37
2022-01-23,Camera,Electronics,East,7.0,1169.0,264.37
"Feb 14, 2024",Camera,Electronics,West,8.0,9232.0,880.52
09-10-2023,Headphones,Accessories,South,4.0,1396.0,135.48
"Jan 23, 2024",Camera,,North,9.0,10188.0,1408.18
,Monitor,Accessories,West,2.0,222.0,23.65
2024-04-03,,Accessories,West,,1328.0,358.07
2024-11-06,Printer,Office,East,9.0,5085.0,488.63
2024-08-02,Mouse,Accessories,West,3.0,1245.0,229.73
2022-08-18,Tablet,Electronics,South,2.0,960.0,124.02
03/03/2024,Smartphone,Electronics,West,9.0,5553.0,329.79
"Sep 10, 2023",Keyboard,Accessories,North,2.0,1790.0,236.76
2024-07-11,Keyboard,,West,8.0,2712.0,247.84
2024-05-06,Laptop,,North,1.0,632.0,89.14
2022-01-13,Headphones,,South,8.0,4904.0,520.74
12/05/2022,Keyboard,Accessories,South,1.0,361.0,58.8
11-02-2022,Printer,Office,West,9.0,7290.0,841.07
N/A,Smartwatch,Electronics,South,4.0,2052.0,181.64
2024-05-21,Mouse,Accessories,North,3.0,1842.0,112.85
06-12-2023,Mouse,Accessories,North,9.0,10593.0,2488.69
"Aug 28, 2022",Camera,Electronics,South,6.0,1218.0,129.36
19-11-2023,Mouse,,South,5.0,4240.0,426.41
"Oct 29, 2024",Keyboard,Accessories,East,2.0,226.0,38.52
2022/03/25,Camera,Electronics,East,6.0,5154.0,1072.8
2023-07-30,Mouse,Accessories,North,6.0,1236.0,304.88
2022-11-14,Tablet,Electronics,South,1.0,1179.0,159.42
29-12-2024,Printer,Office,West,5.0,2275.0,313.5
2023-05-21,Smartwatch,Electronics,North,7.0,6188.0,1231.3
2023-12-16,Headphones,Accessories,West,3.0,2946.0,666.99
2023-09-10,Headphones,Accessories,South,5.0,5085.0,1172.12
05/02/2022,Keyboard,Accessories,North,2.0,712.0,205.53
02/03/2023,Smartwatch,Electronics,East,6.0,648.0,62.25
2023/02/02,Mouse,Accessories,North,,2735.0,483.2
26-12-2022,Printer,Office,North,6.0,2910.0,173.45
"May 15, 2022",Smartwatch,Electronics,South,1.0,263.0,69.39
2023-12-05,Smartphone,Electronics,?,2.0,876.0,66.68
11/05/2023,Mouse,Accessories,West,1.0,913.0,162.24
2024-10-13,Laptop,Electronics,South,9.0,594.0,
2022-02-27,Headphones,Accessories,South,2.0,956.0,202.14
"Jun 17, 2024",Laptop,Electronics,East,7.0,7301.0,2026.43
"May 14, 2023",Headphones,Accessories,South,6.0,5754.0,1628.61
06/21/2022,Headphones,Accessories,East,4.0,1372.0,274.47
2022-07-08,Headphones,Accessories,North,8.0,920.0,214.27
2024-01-18,Smartphone,Electronics,North,3.0,885.0,150.79
,Camera,Electronics,North,1.0,379.0,39.41
"Sep 09, 2024",Headphones,,West,8.0,1024.0,201.92
04-05-2024,Keyboard,Accessories,West,4.0,4312.0,388.48
2023-06-06,Mouse,Accessories,,5.0,5030.0,540.73
,Smartphone,Electronics,West,2.0,1438.0,315.83
2022-04-07,Keyboard,Accessories,South,1.0,419.0,108.36
N/A,Headphones,,East,3.0,3519.0,935.72
03-04-2022,Tablet,Electronics,East,8.0,2912.0,451.97
2023/02/20,Smartphone,Electronics,North,5.0,4005.0,226.09
2023/08/22,Smartwatch,Electronics,South,5.0,2075.0,
2023-02-23,Laptop,Electronics,,2.0,120.0,7.74
2024-08-12,Camera,Electronics,North,4.0,564.0,32.8
2023-10-01,Smartwatch,Electronics,East,2.0,486.0,62.58
2023-04-15,,Electronics,East,2.0,1488.0,342.87
"Feb 24, 2023",Laptop,Electronics,West,6.0,3096.0,277.68
2022-11-04,Smartwatch,Electronics,West,8.0,6488.0,1845.07
"Apr 11, 2024",Smartwatch,Electronics,West,4.0,4284.0,848.44
2022-07-05,Smartwatch,Electronics,North,8.0,1864.0,110.81
2024/05/08,Camera,Electronics,,5.0,4435.0,954.12
2024-10-03,Camera,Electronics,East,4.0,3296.0,460.98
N/A,Mouse,Accessories,East,3.0,780.0,217.92
2022/06/02,Smartwatch,Electronics,East,7.0,4396.0,962.61
05/02/2023,Keyboard,Accessories,,6.0,,202.68
N/A,Mouse,Accessories,East,7.0,3843.0,
2022-09-09,Printer,Office,East,2.0,2080.0,450.24
04/07/2022,Mouse,Accessories,South,5.0,1210.0,201.45
"Nov 15, 2023",Printer,Office,West,3.0,2316.0,356.5
2023-07-18,Monitor,Accessories,West,6.0,3366.0,614.22
2024/06/07,Tablet,Electronics,West,9.0,6507.0,1075.51
N/A,Mouse,Accessories,South,1.0,384.0,35.36
2022-01-05,Laptop,Electronics,South,5.0,3625.0,563.95
2022/12/14,Tablet,Electronics,South,1.0,400.0,45.16
2022-02-22,Monitor,Accessories,North,5.0,2880.0,209.58
2023-03-28,Printer,Office,West,6.0,1608.0,302.32
N/A,,Accessories,South,2.0,1574.0,196.84
09/13/2024,Keyboard,,East,3.0,2478.0,584.37
