,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
3782,TXN_7771516,Sandwich,3,4.0,12.0,Other,Takeaway,2023-05-26
3783,TXN_4175635,Salad,3,5.0,15.0,Other,Takeaway,2023-05-26
3784,TXN_1591640,Cake,2,3.0,6.0,Cash,In-store,2023-05-26
3785,TXN_2979899,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-26
3786,TXN_7637178,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-05-26
3787,TXN_6027798,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-26
3788,TXN_9004306,Coffee,4,2.0,8.0,Credit Card,In-store,2023-05-26
3789,TXN_7201361,Smoothie,3,4.0,12.0,Cash,In-store,2023-05-26
3790,TXN_1430778,Other,1,1.5,1.5,Credit Card,Takeaway,2023-05-26
3791,TXN_7552449,Cake,3,3.0,9.0,Cash,Takeaway,2023-05-26
3792,TXN_9989415,Smoothie,5,3.0,20.0,Credit Card,Takeaway,2023-05-26
3793,TXN_9815521,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-05-26
3794,TXN_4676976,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-05-26
3795,TXN_1962275,Coffee,5,3.0,10.0,Credit Card,Takeaway,2023-05-26
3796,TXN_6822426,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-05-27
3797,TXN_8850984,Sandwich,3,3.0,12.0,Cash,Takeaway,2023-05-27
3798,TXN_7856009,Cake,2,3.0,6.0,Other,Takeaway,2023-05-27
3799,TXN_8454044,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-05-27
3800,TXN_2018943,Smoothie,3,4.0,20.0,Other,Takeaway,2023-05-27
3801,TXN_4254587,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-05-27
3802,TXN_3781240,Cake,5,3.0,15.0,Other,Takeaway,2023-05-27
3803,TXN_7249235,Other,3,4.0,12.0,Cash,Takeaway,2023-05-27
3804,TXN_7897119,Juice,4,3.0,12.0,Other,In-store,2023-05-27
3805,TXN_2537617,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-05-27
3806,TXN_8325722,Sandwich,2,4.0,8.0,Other,Takeaway,2023-05-27
3807,TXN_9443285,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-05-27
3808,TXN_7376255,Other,3,3.0,25.0,Other,In-store,2023-05-27
3809,TXN_3179966,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-05-27
3810,TXN_7325508,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-05-27
3811,TXN_9999113,Juice,4,3.0,12.0,Cash,Takeaway,2023-05-27
3812,TXN_7337979,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-05-27
3813,TXN_6953697,Other,3,4.0,12.0,Other,Takeaway,2023-05-27
3814,TXN_4036747,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-05-27
3815,TXN_5934526,Coffee,5,2.0,10.0,Credit Card,In-store,2023-05-27
3816,TXN_6198799,Salad,1,3.0,5.0,Other,Takeaway,2023-05-27
3817,TXN_9301279,Smoothie,1,3.0,4.0,Credit Card,Takeaway,2023-05-27
3818,TXN_6540415,Cake,5,3.0,15.0,Other,Takeaway,2023-05-27
3819,TXN_3275800,Coffee,3,2.0,6.0,Other,Takeaway,2023-05-27
3820,TXN_4696439,Cookie,1,1.0,1.0,Cash,In-store,2023-05-27
3821,TXN_2135358,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-05-28
3822,TXN_9233730,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-05-28
3823,TXN_9729178,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-05-28
3824,TXN_5480564,Salad,3,3.0,15.0,Digital Wallet,Takeaway,2023-05-28
3825,TXN_4568379,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-05-28
3826,TXN_7997252,Other,3,3.0,9.0,Credit Card,Takeaway,2023-05-28
3827,TXN_8002886,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-05-28
3828,TXN_3634860,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-05-28
3829,TXN_1840584,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-28
3830,TXN_7053280,Other,3,2.0,10.0,Other,In-store,2023-05-28
3831,TXN_8611035,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-05-28
3832,TXN_6123007,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-05-28
3833,TXN_7349134,Other,1,4.0,4.0,Credit Card,In-store,2023-05-28
3834,TXN_9444461,Sandwich,2,4.0,8.0,Other,Takeaway,2023-05-28
3835,TXN_1225638,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-28
3836,TXN_9130559,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-05-28
3837,TXN_1696300,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-05-28
3838,TXN_9531201,Sandwich,2,4.0,8.0,Other,Takeaway,2023-05-28
3839,TXN_4398750,Sandwich,2,4.0,8.0,Cash,In-store,2023-05-28
3840,TXN_1522140,Cookie,4,1.0,4.0,Cash,Takeaway,2023-05-28
3841,TXN_9286019,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-05-28
3842,TXN_8786286,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-05-28
3843,TXN_9250710,Salad,1,5.0,5.0,Cash,In-store,2023-05-28
3844,TXN_3485938,Other,4,5.0,20.0,Cash,Takeaway,2023-05-28
3845,TXN_5585601,Cake,4,3.0,12.0,Other,Takeaway,2023-05-28
3846,TXN_5114283,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-28
3847,TXN_6503884,Juice,1,3.0,3.0,Cash,In-store,2023-05-28
3848,TXN_4556831,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-05-28
3849,TXN_4764236,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-05-29
3850,TXN_6915899,Salad,3,5.0,15.0,Credit Card,In-store,2023-05-29
3851,TXN_2111293,Smoothie,3,4.0,12.0,Other,Takeaway,2023-05-29
3852,TXN_4944121,Other,2,2.0,4.0,Other,Takeaway,2023-05-29
3853,TXN_6609947,Other,3,3.0,9.0,Digital Wallet,In-store,2023-05-29
3854,TXN_3101697,Other,3,5.0,15.0,Cash,In-store,2023-05-29
3855,TXN_6629689,Sandwich,2,4.0,8.0,Credit Card,In-store,2023-05-29
3856,TXN_3677592,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-05-29
3857,TXN_2059647,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-29
3858,TXN_5453836,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-05-29
3859,TXN_3450880,Tea,3,1.5,4.5,Other,In-store,2023-05-29
3860,TXN_5163686,Salad,5,5.0,25.0,Credit Card,In-store,2023-05-29
3861,TXN_4577368,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-29
3862,TXN_2931403,Juice,2,3.0,6.0,Credit Card,In-store,2023-05-29
3863,TXN_4423218,Cookie,3,1.0,3.0,Cash,In-store,2023-05-29
3864,TXN_3492393,Coffee,1,2.0,2.0,Other,In-store,2023-05-29
3865,TXN_2336946,Sandwich,4,4.0,16.0,Other,Takeaway,2023-05-29
3866,TXN_8786479,Coffee,4,2.0,8.0,Other,Takeaway,2023-05-29
3867,TXN_3516296,Sandwich,3,4.0,12.0,Other,In-store,2023-05-29
3868,TXN_5419862,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-29
3869,TXN_7303515,Salad,4,5.0,20.0,Cash,In-store,2023-05-29
3870,TXN_4128086,Tea,4,1.5,6.0,Other,Takeaway,2023-05-29
3871,TXN_7374846,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-05-29
3872,TXN_2294778,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-05-29
3873,TXN_9216933,Cookie,4,1.0,4.0,Other,Takeaway,2023-05-29
3874,TXN_1072678,Juice,2,3.0,6.0,Cash,Takeaway,2023-05-30
3875,TXN_3558795,Smoothie,1,4.0,4.0,Cash,In-store,2023-05-30
3876,TXN_7981162,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-05-30
3877,TXN_9082461,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-05-30
3878,TXN_5720183,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-05-30
3879,TXN_5173628,Tea,3,1.5,4.5,Other,Takeaway,2023-05-30
3880,TXN_2389110,Sandwich,2,4.0,8.0,Cash,In-store,2023-05-30
3881,TXN_3877580,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-05-30
3882,TXN_7054393,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-05-30
3883,TXN_9522045,Coffee,3,2.0,6.0,Other,Takeaway,2023-05-30
3884,TXN_2074343,Other,3,4.0,12.0,Digital Wallet,In-store,2023-05-30
3885,TXN_8807199,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-05-30
3886,TXN_3116227,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-05-30
3887,TXN_4284492,Juice,3,3.0,9.0,Other,Takeaway,2023-05-30
3888,TXN_3232279,Other,4,3.0,16.0,Other,Takeaway,2023-05-30
3889,TXN_9901424,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-05-30
3890,TXN_8316915,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-05-30
3891,TXN_7688029,Cake,5,3.0,15.0,Credit Card,In-store,2023-05-30
3892,TXN_4208919,Other,3,3.0,12.0,Other,Takeaway,2023-05-30
3893,TXN_3895871,Other,1,1.0,1.0,Other,In-store,2023-05-30
3894,TXN_8538125,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-30
3895,TXN_2213556,Coffee,1,2.0,2.0,Cash,In-store,2023-05-30
3896,TXN_2250398,Other,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-31
3897,TXN_5032114,Sandwich,2,4.0,8.0,Other,Takeaway,2023-05-31
3898,TXN_4808812,Smoothie,4,4.0,16.0,Other,Takeaway,2023-05-31
3899,TXN_2726843,Sandwich,1,4.0,4.0,Other,In-store,2023-05-31
3900,TXN_2893987,Cake,4,3.0,12.0,Other,Takeaway,2023-05-31
3901,TXN_3098503,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-31
3902,TXN_7021504,Cookie,2,1.0,2.0,Other,In-store,2023-05-31
3903,TXN_4146452,Smoothie,1,4.0,4.0,Other,Takeaway,2023-05-31
3904,TXN_3561451,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-05-31
3905,TXN_9256387,Tea,5,1.5,7.5,Other,Takeaway,2023-05-31
3906,TXN_8227648,Other,3,1.5,4.5,Other,Takeaway,2023-05-31
3907,TXN_2840861,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-05-31
3908,TXN_2006923,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-05-31
3909,TXN_6905794,Salad,1,5.0,5.0,Cash,Takeaway,2023-05-31
3910,TXN_4223466,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-05-31
3911,TXN_1718733,Other,3,2.0,6.0,Cash,Takeaway,2023-05-31
3912,TXN_1817076,Other,3,3.0,9.0,Cash,In-store,2023-05-31
3913,TXN_3585097,Coffee,3,2.0,6.0,Other,Takeaway,2023-05-31
3914,TXN_2330694,Salad,3,5.0,15.0,Cash,In-store,2023-05-31
3915,TXN_6049240,Juice,1,3.0,3.0,Cash,Takeaway,2023-05-31
3916,TXN_3129441,Juice,3,3.0,9.0,Credit Card,In-store,2023-05-31
3917,TXN_8495063,Juice,1,3.0,3.0,Cash,Takeaway,2023-05-31
3918,TXN_6803555,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-05-31
3919,TXN_6991430,Cookie,5,1.0,5.0,Cash,In-store,2023-05-31
3920,TXN_2731270,Cake,1,3.0,3.0,Other,Takeaway,2023-05-31
3921,TXN_1712662,Juice,2,3.0,6.0,Cash,Takeaway,2023-05-31
3922,TXN_3107619,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-31
3923,TXN_9230615,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-06-01
3924,TXN_3620110,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-01
3925,TXN_3163567,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-06-01
3926,TXN_5238755,Cookie,3,1.0,3.0,Other,Takeaway,2023-06-01
3927,TXN_1711730,Juice,5,3.0,15.0,Other,Takeaway,2023-06-01
3928,TXN_9386165,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-06-01
3929,TXN_4343391,Cookie,5,1.0,5.0,Cash,Takeaway,2023-06-01
3930,TXN_8963470,Salad,3,5.0,10.0,Other,In-store,2023-06-01
3931,TXN_9437049,Cookie,5,1.0,5.0,Other,Takeaway,2023-06-01
3932,TXN_3577482,Other,4,3.0,12.0,Digital Wallet,Takeaway,2023-06-01
3933,TXN_6646684,Cookie,3,1.0,3.0,Cash,Takeaway,2023-06-01
3934,TXN_7083168,Cookie,4,1.0,4.0,Other,Takeaway,2023-06-01
3935,TXN_6963106,Sandwich,1,4.0,4.0,Cash,In-store,2023-06-01
3936,TXN_1461246,Smoothie,1,4.0,4.0,Other,Takeaway,2023-06-01
3937,TXN_8512204,Other,4,4.0,16.0,Cash,Takeaway,2023-06-01
3938,TXN_5528426,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-06-01
3939,TXN_4314504,Cake,1,3.0,3.0,Other,In-store,2023-06-01
3940,TXN_4819416,Salad,3,3.0,15.0,Other,Takeaway,2023-06-01
3941,TXN_5734319,Coffee,5,2.0,10.0,Cash,Takeaway,2023-06-01
3942,TXN_4082099,Juice,2,3.0,6.0,Credit Card,In-store,2023-06-01
3943,TXN_4814244,Smoothie,3,4.0,12.0,Other,In-store,2023-06-01
3944,TXN_8408103,Sandwich,5,4.0,20.0,Other,Takeaway,2023-06-01
3945,TXN_7423281,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-01
3946,TXN_6068074,Smoothie,2,4.0,8.0,Cash,In-store,2023-06-01
3947,TXN_4539758,Sandwich,3,4.0,12.0,Other,In-store,2023-06-01
3948,TXN_6132245,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-06-01
3949,TXN_4475487,Smoothie,3,4.0,12.0,Cash,In-store,2023-06-01
3950,TXN_8487057,Smoothie,5,4.0,20.0,Other,Takeaway,2023-06-01
3951,TXN_5037517,Other,5,4.0,20.0,Other,In-store,2023-06-01
3952,TXN_7784608,Coffee,5,2.0,10.0,Other,Takeaway,2023-06-01
3953,TXN_9737090,Sandwich,3,4.0,12.0,Other,In-store,2023-06-01
3954,TXN_3774886,Sandwich,3,4.0,12.0,Other,Takeaway,2023-06-01
3955,TXN_3446643,Smoothie,1,4.0,4.0,Other,Takeaway,2023-06-01
3956,TXN_9279935,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-06-02
3957,TXN_8735480,Tea,5,1.5,7.5,Cash,Takeaway,2023-06-02
3958,TXN_6428745,Cake,1,3.0,3.0,Other,Takeaway,2023-06-02
3959,TXN_1234390,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-06-02
3960,TXN_2702861,Cookie,4,3.0,4.0,Digital Wallet,Takeaway,2023-06-02
3961,TXN_4692681,Tea,2,1.5,3.0,Other,Takeaway,2023-06-02
3962,TXN_9675940,Juice,5,3.0,15.0,Credit Card,In-store,2023-06-02
3963,TXN_6987232,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-02
3964,TXN_7267366,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-02
3965,TXN_1368769,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-06-02
3966,TXN_6187083,Cake,5,3.0,15.0,Other,In-store,2023-06-02
3967,TXN_5938359,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-06-02
3968,TXN_9790731,Cake,2,3.0,6.0,Other,Takeaway,2023-06-02
3969,TXN_1736287,Other,5,2.0,10.0,Digital Wallet,Takeaway,2023-06-02
3970,TXN_9867586,Smoothie,4,4.0,16.0,Other,In-store,2023-06-02
3971,TXN_8776634,Juice,5,3.0,15.0,Other,In-store,2023-06-02
3972,TXN_1398769,Smoothie,1,4.0,4.0,Cash,In-store,2023-06-02
3973,TXN_9382156,Tea,5,1.5,7.5,Other,Takeaway,2023-06-02
3974,TXN_4714592,Tea,1,1.5,1.5,Cash,Takeaway,2023-06-02
3975,TXN_9868382,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-06-02
3976,TXN_5373441,Salad,1,5.0,5.0,Other,In-store,2023-06-02
3977,TXN_2300313,Coffee,4,2.0,8.0,Other,In-store,2023-06-02
3978,TXN_3855408,Cookie,1,1.0,1.0,Cash,Takeaway,2023-06-02
3979,TXN_2168277,Cookie,1,1.0,1.0,Other,Takeaway,2023-06-02
3980,TXN_4502314,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-06-02
3981,TXN_8626720,Juice,4,3.0,12.0,Cash,Takeaway,2023-06-02
3982,TXN_9659401,Other,3,3.0,3.0,Digital Wallet,Takeaway,2023-06-02
3983,TXN_8195843,Cookie,4,1.0,4.0,Other,Takeaway,2023-06-02
3984,TXN_3055407,Tea,2,1.5,3.0,Other,Takeaway,2023-06-03
3985,TXN_1819615,Coffee,4,2.0,8.0,Other,Takeaway,2023-06-03
3986,TXN_8107970,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-03
3987,TXN_5511805,Juice,1,3.0,3.0,Other,Takeaway,2023-06-03
3988,TXN_8819928,Coffee,5,2.0,10.0,Other,Takeaway,2023-06-03
3989,TXN_3739424,Other,1,3.0,3.0,Credit Card,Takeaway,2023-06-03
3990,TXN_2132434,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-06-03
3991,TXN_7896733,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-06-03
3992,TXN_9669616,Coffee,3,2.0,6.0,Other,Takeaway,2023-06-03
3993,TXN_5413433,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-06-03
3994,TXN_1084222,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-06-03
3995,TXN_1840897,Other,1,3.0,5.0,Other,Takeaway,2023-06-03
3996,TXN_7003185,Tea,2,1.5,3.0,Other,Takeaway,2023-06-03
3997,TXN_3379182,Juice,4,3.0,12.0,Cash,Takeaway,2023-06-03
3998,TXN_9982090,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-06-03
3999,TXN_1005377,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-03
4000,TXN_9400181,Sandwich,5,4.0,20.0,Cash,In-store,2023-06-03
4001,TXN_8570149,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-06-03
4002,TXN_8708588,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-06-03
4003,TXN_7335526,Sandwich,4,4.0,16.0,Cash,In-store,2023-06-03
4004,TXN_3838923,Juice,4,3.0,12.0,Other,Takeaway,2023-06-03
4005,TXN_3190538,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-06-03
4006,TXN_6476719,Juice,5,3.0,15.0,Cash,Takeaway,2023-06-04
4007,TXN_9313535,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-06-04
4008,TXN_7566250,Salad,3,5.0,15.0,Other,Takeaway,2023-06-04
4009,TXN_4583908,Sandwich,3,4.0,4.0,Digital Wallet,Takeaway,2023-06-04
4010,TXN_9874588,Sandwich,2,4.0,8.0,Other,Takeaway,2023-06-04
4011,TXN_6987705,Cookie,5,1.0,5.0,Cash,Takeaway,2023-06-04
4012,TXN_8725721,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-06-04
4013,TXN_2970011,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-06-04
4014,TXN_3956062,Coffee,3,2.0,6.0,Other,Takeaway,2023-06-04
4015,TXN_5908857,Smoothie,5,4.0,20.0,Other,In-store,2023-06-04
4016,TXN_4336892,Cookie,2,1.0,2.0,Other,In-store,2023-06-04
4017,TXN_7954416,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-06-04
4018,TXN_1700027,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-06-04
4019,TXN_5454841,Cookie,5,1.0,5.0,Other,Takeaway,2023-06-04
4020,TXN_9253541,Other,1,1.5,1.5,Digital Wallet,Takeaway,2023-06-04
4021,TXN_2036482,Cake,1,3.0,3.0,Cash,Takeaway,2023-06-04
4022,TXN_5689687,Cake,5,3.0,15.0,Other,In-store,2023-06-04
4023,TXN_4916936,Smoothie,1,4.0,4.0,Other,Takeaway,2023-06-04
4024,TXN_4331770,Salad,4,5.0,20.0,Other,Takeaway,2023-06-04
4025,TXN_4382970,Tea,3,1.5,1.5,Other,In-store,2023-06-04
4026,TXN_8918905,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-06-05
4027,TXN_4832513,Cookie,5,1.0,5.0,Credit Card,In-store,2023-06-05
4028,TXN_2070818,Smoothie,5,4.0,20.0,Other,Takeaway,2023-06-05
4029,TXN_5832968,Salad,5,5.0,25.0,Other,Takeaway,2023-06-05
4030,TXN_7068653,Cookie,2,3.0,2.0,Cash,In-store,2023-06-05
4031,TXN_8284384,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-06-05
4032,TXN_8956534,Coffee,5,2.0,10.0,Cash,Takeaway,2023-06-05
4033,TXN_9778859,Cookie,3,1.0,3.0,Cash,Takeaway,2023-06-05
4034,TXN_3607652,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-06-05
4035,TXN_7738455,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-06-05
4036,TXN_7865037,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-05
4037,TXN_1866707,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-06-05
4038,TXN_2227825,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-06-05
4039,TXN_2366464,Juice,1,3.0,3.0,Cash,Takeaway,2023-06-05
4040,TXN_7483257,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-05
4041,TXN_8356048,Other,5,4.0,20.0,Cash,Takeaway,2023-06-05
4042,TXN_7276452,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-06-05
4043,TXN_5005592,Coffee,1,2.0,2.0,Credit Card,In-store,2023-06-05
4044,TXN_7809506,Salad,2,5.0,10.0,Other,Takeaway,2023-06-05
4045,TXN_9886794,Cake,1,3.0,3.0,Cash,Takeaway,2023-06-06
4046,TXN_2211685,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-06-06
4047,TXN_6040882,Cookie,1,1.0,1.0,Cash,In-store,2023-06-06
4048,TXN_4176272,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-06
4049,TXN_7134579,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-06
4050,TXN_7093219,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-06-06
4051,TXN_3953316,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-06-06
4052,TXN_7914312,Sandwich,5,4.0,20.0,Other,In-store,2023-06-06
4053,TXN_3884527,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-06-06
4054,TXN_1906642,Cookie,4,1.0,4.0,Other,Takeaway,2023-06-06
4055,TXN_6869767,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-06
4056,TXN_9046415,Smoothie,2,4.0,8.0,Other,Takeaway,2023-06-06
4057,TXN_5420062,Other,4,5.0,20.0,Cash,In-store,2023-06-06
4058,TXN_8330240,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-06-06
4059,TXN_5860664,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-06
4060,TXN_4915908,Sandwich,5,4.0,20.0,Credit Card,In-store,2023-06-06
4061,TXN_4223265,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-06-06
4062,TXN_6411385,Salad,4,5.0,20.0,Cash,Takeaway,2023-06-06
4063,TXN_9336980,Salad,4,3.0,20.0,Cash,In-store,2023-06-06
4064,TXN_7797507,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-06
4065,TXN_9107508,Coffee,1,2.0,2.0,Other,Takeaway,2023-06-06
4066,TXN_4986514,Tea,3,1.5,4.5,Credit Card,In-store,2023-06-06
4067,TXN_4824773,Salad,5,5.0,25.0,Cash,Takeaway,2023-06-06
4068,TXN_5447967,Smoothie,2,3.0,8.0,Credit Card,Takeaway,2023-06-06
4069,TXN_5244558,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-06-06
4070,TXN_7555408,Salad,2,5.0,10.0,Other,In-store,2023-06-06
4071,TXN_6712087,Cake,2,3.0,6.0,Other,In-store,2023-06-06
4072,TXN_2000406,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-06-06
4073,TXN_6894703,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-06-06
4074,TXN_1907428,Juice,4,3.0,12.0,Credit Card,In-store,2023-06-06
4075,TXN_4947561,Salad,3,5.0,15.0,Other,Takeaway,2023-06-06
4076,TXN_5564198,Cake,4,3.0,12.0,Cash,Takeaway,2023-06-06
4077,TXN_9356512,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-06-06
4078,TXN_1937081,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-06-07
4079,TXN_1938148,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-06-07
4080,TXN_1417724,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-07
4081,TXN_6271219,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-06-07
4082,TXN_3233211,Tea,2,1.5,3.0,Other,Takeaway,2023-06-07
4083,TXN_4243930,Other,5,4.0,20.0,Cash,In-store,2023-06-07
4084,TXN_7476268,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-07
4085,TXN_2251128,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-06-07
4086,TXN_8065180,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-07
4087,TXN_1631377,Coffee,5,2.0,10.0,Other,Takeaway,2023-06-07
4088,TXN_8701045,Other,2,3.0,6.0,Cash,In-store,2023-06-07
4089,TXN_2324227,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-06-07
4090,TXN_2206740,Coffee,3,2.0,6.0,Other,Takeaway,2023-06-07
4091,TXN_8110646,Other,2,3.0,6.0,Credit Card,Takeaway,2023-06-07
4092,TXN_6071202,Other,1,1.0,1.0,Cash,In-store,2023-06-07
4093,TXN_6300001,Tea,3,1.5,1.5,Digital Wallet,Takeaway,2023-06-07
4094,TXN_4807049,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-06-07
4095,TXN_9904505,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-07
4096,TXN_9655661,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-07
4097,TXN_3463928,Other,4,1.5,6.0,Credit Card,In-store,2023-06-07
4098,TXN_7569615,Other,2,3.0,6.0,Cash,Takeaway,2023-06-07
4099,TXN_2566258,Cookie,4,1.0,4.0,Cash,Takeaway,2023-06-08
4100,TXN_8422494,Salad,4,5.0,20.0,Cash,In-store,2023-06-08
4101,TXN_2457961,Coffee,2,2.0,4.0,Credit Card,In-store,2023-06-08
4102,TXN_5043774,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-06-08
4103,TXN_1856112,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-06-08
4104,TXN_5750278,Salad,3,5.0,15.0,Cash,Takeaway,2023-06-08
